ligand	receptor	sources	references	database	evidence
SLC1A1	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A1	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A2	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A3	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A6	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC1A7	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIA4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIK1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIK4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIK5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIK2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIK3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIN1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIN2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIN2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIN2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRIN2D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRM1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRM2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRM3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRM4	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRM5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRM6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRM7	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GLS2	GRM8	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SHMT1	GLRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SHMT1	GLRB	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A5	GLRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A5	GLRB	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SHMT1	GLRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A5	GLRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A9	GLRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A9	GLRB	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC6A9	GLRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SHMT2	GLRA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SHMT2	GLRB	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SHMT2	GLRA2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GAS6	AXL	uniprot		CellPhoneDB	curated
GAS6	MERTK	uniprot		CellPhoneDB	curated
GAS6	TYRO3	uniprot		CellPhoneDB	curated
GDF1	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF1	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF10	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF10	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF11	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF11	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF11	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF11	TGFBR1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF2	ACVR2A	PMID:25136781	PMID:25136781	CellPhoneDB	curated
GDF2	ACVRL1	PMID:25136781	PMID:25136781	CellPhoneDB	curated
GDF2	ACVRL1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF2	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF3	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF3	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF5	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF5	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF5	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF5	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF5	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF6	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF6	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF6	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF6	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF6	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF7	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF7	BMPR1A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF7	BMPR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF7	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF7	BMPR2	PMID:22710174	PMID:22710174	CellPhoneDB	curated
GDF9	BMPR2	PMID:12135884	PMID:12135884	CellPhoneDB	curated
GDF9	TGFBR1	PMID:12135884	PMID:12135884	CellPhoneDB	curated
MSTN	ACVR1B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
MSTN	ACVR2B	PMID:22710174	PMID:22710174	CellPhoneDB	curated
MSTN	ACVR2A	PMID:22710174	PMID:22710174	CellPhoneDB	curated
MSTN	TGFBR1	PMID:22710174	PMID:22710174	CellPhoneDB	curated
BTC	ERBB3	uniprot		CellPhoneDB	curated
BTC	ERBB4	uniprot		CellPhoneDB	curated
GHRH	GHRHR	uniprot;HMRbase;reactome		CellPhoneDB	curated
GHRL	GHRHR	uniprot;HMRbase;reactome		CellPhoneDB	curated
GHRL	GHSR	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GHRL	GPR39	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
HDC	HRH1	uniprot;reactome		CellPhoneDB	curated
HDC	HRH2	uniprot;reactome		CellPhoneDB	curated
HDC	HRH3	uniprot;reactome		CellPhoneDB	curated
HDC	HRH4	uniprot;reactome		CellPhoneDB	curated
HLA-A	KIR3DL1	uniprot		CellPhoneDB	curated
HLA-B	KIR3DL2	uniprot		CellPhoneDB	curated
HLA-C	KIR2DL1	PMID:28484462	PMID:28484462	CellPhoneDB	curated
HLA-C	KIR2DL3	PMID:28484462	PMID:28484462	CellPhoneDB	curated
HLA-E	KLRC1	Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577		CellPhoneDB	curated
HLA-E	KLRC1	PMID:28484462	PMID:28484462	CellPhoneDB	curated
HLA-E	KLRD1	PMID:28484462	PMID:28484462	CellPhoneDB	curated
HLA-E	KLRC2	activating_interaction._uniprot_&_PMID:26697006		CellPhoneDB	curated
HLA-E	KLRC2	PMID:28484462	PMID:28484462	CellPhoneDB	curated
HLA-E	KLRC3	PMID:28484462	PMID:28484462	CellPhoneDB	curated
HLA-E	KLRK1	Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577		CellPhoneDB	curated
HLA-F	KIR3DL1	PMID:27455421	PMID:27455421	CellPhoneDB	curated
HLA-F	KIR3DL2	PMID:27455421	PMID:27455421	CellPhoneDB	curated
HLA-F	KIR3DS1	PMID:27455421	PMID:27455421	CellPhoneDB	curated
HLA-F	LILRB1	PMID:11169396	PMID:11169396	CellPhoneDB	curated
HLA-F	LILRB2	PMID:11169396	PMID:11169396	CellPhoneDB	curated
HLA-G	LILRB1	uniprot;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108		CellPhoneDB	curated
HLA-G	LILRB2	uniprot		CellPhoneDB	curated
MT-RNR2	FPR2	reactome		CellPhoneDB	curated
MT-RNR2	FPR3	reactome		CellPhoneDB	curated
IHH	BOC	reactome		CellPhoneDB	curated
IHH	PTCH1	reactome		CellPhoneDB	curated
IHH	CDON	reactome		CellPhoneDB	curated
IHH	GAS1	reactome		CellPhoneDB	curated
IHH	HHIP	reactome;PMID:10050855		CellPhoneDB	curated
INHBA	ACVR1	less_common_binding;PMID:22710174;PMID:22991378_		CellPhoneDB	curated
INHBA	ACVR2A	less_common_binding;PMID:22710174;PMID:22991378_		CellPhoneDB	curated
INHBB	ACVR1	less_common_binding;PMID:22710174;PMID:22991378_		CellPhoneDB	curated
INHBB	ACVR2A	less_common_binding;PMID:22710174;PMID:22991378_		CellPhoneDB	curated
INHBA	ACVR2B	less_common_binding;PMID:22710174;PMID:22991378_		CellPhoneDB	curated
INHBB	ACVR2B	less_common_binding;PMID:22710174;PMID:22991378_		CellPhoneDB	curated
INHBA	ACVR1B	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	curated
INHBA	ACVR2A	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	curated
INHBB	ACVR1B	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	curated
INHBB	ACVR2A	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	curated
INHBA	ACVR2B	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	curated
INHBB	ACVR2B	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	curated
INHBA	ACVR1C	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	curated
INHBB	ACVR1C	PMID:22710174;PMID:22991378	PMID:22710174;PMID:22991378	CellPhoneDB	curated
INS	INSR	uniprot		CellPhoneDB	curated
INSL3	RXFP2	uniprot;reactome		CellPhoneDB	curated
INSL5	RXFP4	uniprot;reactome		CellPhoneDB	curated
IGF1	GPC3	PMID:18413366	PMID:18413366	CellPhoneDB	curated
IGF1	IGF1R	PMID:18413366	PMID:18413366	CellPhoneDB	curated
IGF1	IGF1R	uniprot		CellPhoneDB	curated
IGF1	ITGA6	uniprot		CellPhoneDB	curated
IGF1	ITGB4	uniprot		CellPhoneDB	curated
IGF1	ITGAV	uniprot		CellPhoneDB	curated
IGF1	ITGB3	uniprot		CellPhoneDB	curated
IGF2	IGF1R	PMID:27102148	PMID:27102148	CellPhoneDB	curated
IGF2	IGF2R	uniprot		CellPhoneDB	curated
IGFBP3	TMEM219	reactome;uniprot;PMID:20353938		CellPhoneDB	curated
IGFL1	IGFLR1	uniprot		CellPhoneDB	curated
IGFL2	IGFLR1	uniprot		CellPhoneDB	curated
IGFL3	IGFLR1	uniprot		CellPhoneDB	curated
IFNA1	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNA1	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNA10	IFNAR1	uniprot		CellPhoneDB	curated
IFNA10	IFNAR2	uniprot		CellPhoneDB	curated
IFNA14	IFNAR1	uniprot		CellPhoneDB	curated
IFNA14	IFNAR2	uniprot		CellPhoneDB	curated
IFNA16	IFNAR1	uniprot		CellPhoneDB	curated
IFNA16	IFNAR2	uniprot		CellPhoneDB	curated
IFNA17	IFNAR1	uniprot		CellPhoneDB	curated
IFNA17	IFNAR2	uniprot		CellPhoneDB	curated
IFNA2	IFNAR1	PDB:3se3		CellPhoneDB	curated
IFNA2	IFNAR2	PDB:3se3		CellPhoneDB	curated
IFNA21	IFNAR1	uniprot		CellPhoneDB	curated
IFNA21	IFNAR2	uniprot		CellPhoneDB	curated
IFNA4	IFNAR1	uniprot		CellPhoneDB	curated
IFNA4	IFNAR2	uniprot		CellPhoneDB	curated
IFNA5	IFNAR1	uniprot		CellPhoneDB	curated
IFNA5	IFNAR2	uniprot		CellPhoneDB	curated
IFNA6	IFNAR1	uniprot		CellPhoneDB	curated
IFNA6	IFNAR2	uniprot		CellPhoneDB	curated
IFNA7	IFNAR1	uniprot		CellPhoneDB	curated
IFNA7	IFNAR2	uniprot		CellPhoneDB	curated
IFNA8	IFNAR1	uniprot		CellPhoneDB	curated
IFNA8	IFNAR2	uniprot		CellPhoneDB	curated
IFNB1	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNB1	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNE	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNE	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNG	IFNGR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNG	IFNGR2	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNK	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNK	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNL1	IFNLR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNL1	IL10RB	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNL2	IFNLR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNL2	IL10RB	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNL3	IFNLR1	5t5w;PDB		CellPhoneDB	curated
IFNL3	IL10RB	5t5w;PDB		CellPhoneDB	curated
IFNL3	IFNLR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNL3	IL10RB	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNW1	IFNAR1	PMID:9208871	PMID:9208871	CellPhoneDB	curated
IFNW1	IFNAR2	PMID:9208871	PMID:9208871	CellPhoneDB	curated
EBI3	IL12RB2	uniprot		CellPhoneDB	curated
EBI3	IL6ST	uniprot		CellPhoneDB	curated
IL12A	IL12RB2	uniprot		CellPhoneDB	curated
IL12A	IL6ST	uniprot		CellPhoneDB	curated
EBI3	IL27RA	uniprot		CellPhoneDB	curated
IL27	IL27RA	uniprot		CellPhoneDB	curated
IL27	IL6ST	uniprot		CellPhoneDB	curated
IL10	IL10RA	PDB:1j7v_partially		CellPhoneDB	curated
IL10	IL10RB	PDB:1j7v_partially		CellPhoneDB	curated
IL11	IL11RA	uniprot		CellPhoneDB	curated
IL11	IL6ST	uniprot		CellPhoneDB	curated
IL12A	IL12RB1	uniprot		CellPhoneDB	curated
IL12B	IL12RB1	uniprot		CellPhoneDB	curated
IL12B	IL12RB2	uniprot		CellPhoneDB	curated
IL12B	IL23R	uniprot		CellPhoneDB	curated
IL23A	IL12RB1	uniprot		CellPhoneDB	curated
IL23A	IL23R	uniprot		CellPhoneDB	curated
IL13	IL13RA1	3bpo;PDB		CellPhoneDB	curated
IL13	IL4R	3bpo;PDB		CellPhoneDB	curated
IL13	IL13RA2	PMID:26471366	PMID:26471366	CellPhoneDB	curated
IL15	IL15RA	Need_expression_of_IL15RA_(Q13261)_in_other_cells._2z3q;PDB_partially		CellPhoneDB	curated
IL15	IL2RB	Need_expression_of_IL15RA_(Q13261)_in_other_cells._2z3q;PDB_partially		CellPhoneDB	curated
IL17A	IL17RA	uniprot		CellPhoneDB	curated
IL17A	IL17RC	uniprot		CellPhoneDB	curated
IL17F	IL17RA	uniprot		CellPhoneDB	curated
IL17F	IL17RC	uniprot		CellPhoneDB	curated
IL17C	IL17RA	uniprot		CellPhoneDB	curated
IL17C	IL17RE	uniprot		CellPhoneDB	curated
IL18	IL18R1	3wo3;PDB_partially		CellPhoneDB	curated
IL18	IL18RAP	3wo3;PDB_partially		CellPhoneDB	curated
IL19	IL20RA	uniprot		CellPhoneDB	curated
IL19	IL20RB	uniprot		CellPhoneDB	curated
IL1A	IL1R1	uniprot		CellPhoneDB	curated
IL1A	IL1RAP	uniprot		CellPhoneDB	curated
IL1A	IL1R2	low_affinity;uniprot		CellPhoneDB	curated
IL1A	IL1RAP	low_affinity;uniprot		CellPhoneDB	curated
IL1B	IL1R1	4dep;PDB		CellPhoneDB	curated
IL1B	IL1RAP	4dep;PDB		CellPhoneDB	curated
IL1B	IL1R2	PDB:3o4o		CellPhoneDB	curated
IL1B	IL1RAP	PDB:3o4o		CellPhoneDB	curated
IL1F10	IL1RAP	to_check		CellPhoneDB	curated
IL1F10	IL1RL2	to_check		CellPhoneDB	curated
IL1RAP	PTPRF	Shilts screen - VALIDATED		CellPhoneDB	curated
IL1RN	IL1R1	1irPDB_partially		CellPhoneDB	curated
IL1RN	IL1RAP	1irPDB_partially		CellPhoneDB	curated
IL1RN	IL1R2	low_affinity		CellPhoneDB	curated
IL1RN	IL1RAP	low_affinity		CellPhoneDB	curated
IL2	IL2RA	2b5i;PDB		CellPhoneDB	curated
IL2	IL2RB	2b5i;PDB		CellPhoneDB	curated
IL2	IL2RG	2b5i;PDB		CellPhoneDB	curated
IL2	IL2RB	3qaz;PDB		CellPhoneDB	curated
IL2	IL2RG	3qaz;PDB		CellPhoneDB	curated
IL20	IL20RA	uniprot		CellPhoneDB	curated
IL20	IL20RB	uniprot		CellPhoneDB	curated
IL20	IL22RA1	uniprot		CellPhoneDB	curated
IL21	IL21R	3tgPDB:\w+_partially;uniprot		CellPhoneDB	curated
IL21	IL2RG	3tgPDB:\w+_partially;uniprot		CellPhoneDB	curated
IL22	IL10RB	3dgPDB:$4		CellPhoneDB	curated
IL22	IL22RA1	3dgPDB:$4		CellPhoneDB	curated
IL24	IL20RA	uniprot		CellPhoneDB	curated
IL24	IL20RB	uniprot		CellPhoneDB	curated
IL24	IL22RA1	uniprot		CellPhoneDB	curated
IL25	IL17RA	NA_IL17E_called_IL25		CellPhoneDB	curated
IL25	IL17RB	NA_IL17E_called_IL25		CellPhoneDB	curated
IL26	IL10RB	PMID:25421700	PMID:25421700	CellPhoneDB	curated
IL26	IL20RA	PMID:25421700	PMID:25421700	CellPhoneDB	curated
IL3	CSF2RB	uniprot		CellPhoneDB	curated
IL3	IL3RA	uniprot		CellPhoneDB	curated
IL33	IL1RAP	uniprot		CellPhoneDB	curated
IL33	IL1RL1	uniprot		CellPhoneDB	curated
IL34	CSF1R	uniprot		CellPhoneDB	curated
IL36A	IL1RAP	uniprot		CellPhoneDB	curated
IL36A	IL1RL2	uniprot		CellPhoneDB	curated
IL36B	IL1RAP	uniprot		CellPhoneDB	curated
IL36B	IL1RL2	uniprot		CellPhoneDB	curated
IL36G	IL1RAP	uniprot		CellPhoneDB	curated
IL36G	IL1RL2	uniprot		CellPhoneDB	curated
IL36RN	IL1RAP	uniprot		CellPhoneDB	curated
IL36RN	IL1RL2	uniprot		CellPhoneDB	curated
IL37	IL18R1	See_paper_Nold_Petry_et_al.;2015		CellPhoneDB	curated
IL37	SIGIRR	See_paper_Nold_Petry_et_al.;2015		CellPhoneDB	curated
IL4	IL13RA1	PDB:3bpn		CellPhoneDB	curated
IL4	IL4R	PDB:3bpn		CellPhoneDB	curated
IL4	IL2RG	3qb7;PDB		CellPhoneDB	curated
IL4	IL4R	3qb7;PDB		CellPhoneDB	curated
