ligand	receptor	sources	references	database	evidence
CDH1	ITGA2	PMID:12392763	PMID:12392763	CellPhoneDB	curated
CDH1	ITGB1	PMID:12392763	PMID:12392763	CellPhoneDB	curated
CDH1	ITGAE	uniprot		CellPhoneDB	curated
CDH1	ITGB7	uniprot		CellPhoneDB	curated
CDH1	KLRG1	PMC3030123		CellPhoneDB	curated
CDH2	FCER2	Shilts screen - VALIDATED		CellPhoneDB	curated
CADM1	NECTIN3	uniprot		CellPhoneDB	curated
CADM3	CADM1	uniprot		CellPhoneDB	curated
CADM3	CADM4	uniprot		CellPhoneDB	curated
CADM3	EPB41L1	uniprot		CellPhoneDB	curated
CADM3	NECTIN3	uniprot		CellPhoneDB	curated
CEACAM1	CD209	PMID:16282604;PMID:16246332	PMID:16282604;PMID:16246332	CellPhoneDB	curated
CEACAM1	CEACAM6	PMID:21982860	PMID:21982860	CellPhoneDB	curated
CEACAM1	CEACAM8	PMID:24743304	PMID:24743304	CellPhoneDB	curated
CEACAM1	SELE	PMID:1378450	PMID:1378450	CellPhoneDB	curated
CEACAM5	CD1D	PMID:24104458	PMID:24104458	CellPhoneDB	curated
CEACAM5	CD8A	PMID:24104458	PMID:24104458	CellPhoneDB	curated
CEACAM5	CEACAM1	Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108		CellPhoneDB	curated
CEACAM5	CEACAM6	uniprot		CellPhoneDB	curated
CEACAM8	CEACAM6	PMID:11590190	PMID:11590190	CellPhoneDB	curated
COL10A1	ITGA1	uniprot		CellPhoneDB	curated
COL10A1	ITGB1	uniprot		CellPhoneDB	curated
COL10A1	ITGA10	uniprot		CellPhoneDB	curated
COL10A1	ITGA11	uniprot		CellPhoneDB	curated
COL10A1	ITGA2	uniprot		CellPhoneDB	curated
COL11A1	ITGA1	uniprot		CellPhoneDB	curated
COL11A1	ITGB1	uniprot		CellPhoneDB	curated
COL11A1	ITGA10	uniprot		CellPhoneDB	curated
COL11A1	ITGA11	uniprot		CellPhoneDB	curated
COL11A1	ITGA2	uniprot		CellPhoneDB	curated
COL11A2	ITGA1	uniprot		CellPhoneDB	curated
COL11A2	ITGB1	uniprot		CellPhoneDB	curated
COL11A2	ITGA10	uniprot		CellPhoneDB	curated
COL11A2	ITGA11	uniprot		CellPhoneDB	curated
COL11A2	ITGA2	uniprot		CellPhoneDB	curated
COL12A1	ITGA1	uniprot		CellPhoneDB	curated
COL12A1	ITGB1	uniprot		CellPhoneDB	curated
COL12A1	ITGA10	uniprot		CellPhoneDB	curated
COL12A1	ITGA11	uniprot		CellPhoneDB	curated
COL12A1	ITGA2	uniprot		CellPhoneDB	curated
COL13A1	ITGA1	uniprot		CellPhoneDB	curated
COL13A1	ITGB1	uniprot		CellPhoneDB	curated
COL13A1	ITGA10	uniprot		CellPhoneDB	curated
COL13A1	ITGA11	uniprot		CellPhoneDB	curated
COL13A1	ITGA2	uniprot		CellPhoneDB	curated
COL14A1	ITGA1	uniprot		CellPhoneDB	curated
COL14A1	ITGB1	uniprot		CellPhoneDB	curated
COL14A1	ITGA10	uniprot		CellPhoneDB	curated
COL14A1	ITGA11	uniprot		CellPhoneDB	curated
COL14A1	ITGA2	uniprot		CellPhoneDB	curated
COL15A1	ITGA1	uniprot		CellPhoneDB	curated
COL15A1	ITGB1	uniprot		CellPhoneDB	curated
COL15A1	ITGA10	uniprot		CellPhoneDB	curated
COL15A1	ITGA11	uniprot		CellPhoneDB	curated
COL15A1	ITGA2	uniprot		CellPhoneDB	curated
COL16A1	ITGA1	uniprot		CellPhoneDB	curated
COL16A1	ITGB1	uniprot		CellPhoneDB	curated
COL16A1	ITGA10	uniprot		CellPhoneDB	curated
COL16A1	ITGA11	uniprot		CellPhoneDB	curated
COL16A1	ITGA2	uniprot		CellPhoneDB	curated
COL17A1	ITGA1	uniprot		CellPhoneDB	curated
COL17A1	ITGB1	uniprot		CellPhoneDB	curated
COL17A1	ITGA10	uniprot		CellPhoneDB	curated
COL17A1	ITGA11	uniprot		CellPhoneDB	curated
COL17A1	ITGA2	uniprot		CellPhoneDB	curated
COL18A1	ITGA1	uniprot		CellPhoneDB	curated
COL18A1	ITGB1	uniprot		CellPhoneDB	curated
COL18A1	ITGA10	uniprot		CellPhoneDB	curated
COL18A1	ITGA11	uniprot		CellPhoneDB	curated
COL18A1	ITGA2	uniprot		CellPhoneDB	curated
COL19A1	ITGA1	uniprot		CellPhoneDB	curated
COL19A1	ITGB1	uniprot		CellPhoneDB	curated
COL19A1	ITGA10	uniprot		CellPhoneDB	curated
COL19A1	ITGA11	uniprot		CellPhoneDB	curated
COL19A1	ITGA2	uniprot		CellPhoneDB	curated
COL1A1	ITGA1	uniprot		CellPhoneDB	curated
COL1A1	ITGB1	uniprot		CellPhoneDB	curated
COL1A1	ITGA10	uniprot		CellPhoneDB	curated
COL1A1	ITGA11	uniprot		CellPhoneDB	curated
COL1A1	ITGA2	uniprot		CellPhoneDB	curated
COL1A2	ITGA1	uniprot		CellPhoneDB	curated
COL1A2	ITGB1	uniprot		CellPhoneDB	curated
COL1A2	ITGA10	uniprot		CellPhoneDB	curated
COL1A2	ITGA11	uniprot		CellPhoneDB	curated
COL1A2	ITGA2	uniprot		CellPhoneDB	curated
COL20A1	ITGA1	uniprot		CellPhoneDB	curated
COL20A1	ITGB1	uniprot		CellPhoneDB	curated
COL20A1	ITGA10	uniprot		CellPhoneDB	curated
COL20A1	ITGA11	uniprot		CellPhoneDB	curated
COL20A1	ITGA2	uniprot		CellPhoneDB	curated
COL21A1	ITGA1	uniprot		CellPhoneDB	curated
COL21A1	ITGB1	uniprot		CellPhoneDB	curated
COL21A1	ITGA10	uniprot		CellPhoneDB	curated
COL21A1	ITGA11	uniprot		CellPhoneDB	curated
COL21A1	ITGA2	uniprot		CellPhoneDB	curated
COL22A1	ITGA1	uniprot		CellPhoneDB	curated
COL22A1	ITGB1	uniprot		CellPhoneDB	curated
COL22A1	ITGA10	uniprot		CellPhoneDB	curated
COL22A1	ITGA11	uniprot		CellPhoneDB	curated
COL22A1	ITGA2	uniprot		CellPhoneDB	curated
COL24A1	ITGA1	uniprot		CellPhoneDB	curated
COL24A1	ITGB1	uniprot		CellPhoneDB	curated
COL24A1	ITGA10	uniprot		CellPhoneDB	curated
COL24A1	ITGA11	uniprot		CellPhoneDB	curated
COL24A1	ITGA2	uniprot		CellPhoneDB	curated
COL26A1	ITGA1	uniprot		CellPhoneDB	curated
COL26A1	ITGB1	uniprot		CellPhoneDB	curated
COL26A1	ITGA10	uniprot		CellPhoneDB	curated
COL26A1	ITGA11	uniprot		CellPhoneDB	curated
COL26A1	ITGA2	uniprot		CellPhoneDB	curated
COL27A1	ITGA1	uniprot		CellPhoneDB	curated
COL27A1	ITGB1	uniprot		CellPhoneDB	curated
COL27A1	ITGA10	uniprot		CellPhoneDB	curated
COL27A1	ITGA11	uniprot		CellPhoneDB	curated
COL27A1	ITGA2	uniprot		CellPhoneDB	curated
COL28A1	ITGA1	uniprot		CellPhoneDB	curated
COL28A1	ITGB1	uniprot		CellPhoneDB	curated
COL28A1	ITGA10	uniprot		CellPhoneDB	curated
COL28A1	ITGA11	uniprot		CellPhoneDB	curated
COL28A1	ITGA2	uniprot		CellPhoneDB	curated
COL2A1	ITGA1	uniprot		CellPhoneDB	curated
COL2A1	ITGB1	uniprot		CellPhoneDB	curated
COL2A1	ITGA10	uniprot		CellPhoneDB	curated
COL2A1	ITGA11	uniprot		CellPhoneDB	curated
COL2A1	ITGA2	uniprot		CellPhoneDB	curated
COL3A1	ADGRG1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
COL3A1	ITGA1	uniprot		CellPhoneDB	curated
COL3A1	ITGB1	uniprot		CellPhoneDB	curated
COL3A1	ITGA10	uniprot		CellPhoneDB	curated
COL3A1	ITGA11	uniprot		CellPhoneDB	curated
COL3A1	ITGA2	uniprot		CellPhoneDB	curated
COL4A1	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
COL4A1	ITGA1	uniprot		CellPhoneDB	curated
COL4A1	ITGB1	uniprot		CellPhoneDB	curated
COL4A1	ITGA10	uniprot		CellPhoneDB	curated
COL4A1	ITGA11	uniprot		CellPhoneDB	curated
COL4A1	ITGA2	uniprot		CellPhoneDB	curated
COL4A2	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
COL4A2	ITGA1	uniprot		CellPhoneDB	curated
COL4A2	ITGB1	uniprot		CellPhoneDB	curated
COL4A2	ITGA10	uniprot		CellPhoneDB	curated
COL4A2	ITGA11	uniprot		CellPhoneDB	curated
COL4A2	ITGA2	uniprot		CellPhoneDB	curated
COL4A3	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
COL4A3	ITGA1	uniprot		CellPhoneDB	curated
COL4A3	ITGB1	uniprot		CellPhoneDB	curated
COL4A3	ITGA10	uniprot		CellPhoneDB	curated
COL4A3	ITGA11	uniprot		CellPhoneDB	curated
COL4A3	ITGA2	uniprot		CellPhoneDB	curated
COL4A4	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
COL4A4	ITGA1	uniprot		CellPhoneDB	curated
COL4A4	ITGB1	uniprot		CellPhoneDB	curated
COL4A4	ITGA10	uniprot		CellPhoneDB	curated
COL4A4	ITGA11	uniprot		CellPhoneDB	curated
COL4A4	ITGA2	uniprot		CellPhoneDB	curated
COL4A5	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
COL4A5	ITGA1	uniprot		CellPhoneDB	curated
COL4A5	ITGB1	uniprot		CellPhoneDB	curated
COL4A5	ITGA10	uniprot		CellPhoneDB	curated
COL4A5	ITGA11	uniprot		CellPhoneDB	curated
COL4A5	ITGA2	uniprot		CellPhoneDB	curated
COL4A6	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	curated
COL4A6	ITGA1	uniprot		CellPhoneDB	curated
COL4A6	ITGB1	uniprot		CellPhoneDB	curated
COL4A6	ITGA10	uniprot		CellPhoneDB	curated
COL4A6	ITGA11	uniprot		CellPhoneDB	curated
COL4A6	ITGA2	uniprot		CellPhoneDB	curated
COL5A1	ITGA1	uniprot		CellPhoneDB	curated
COL5A1	ITGB1	uniprot		CellPhoneDB	curated
COL5A1	ITGA10	uniprot		CellPhoneDB	curated
COL5A1	ITGA11	uniprot		CellPhoneDB	curated
COL5A1	ITGA2	uniprot		CellPhoneDB	curated
COL5A2	ITGA1	uniprot		CellPhoneDB	curated
COL5A2	ITGB1	uniprot		CellPhoneDB	curated
COL5A2	ITGA10	uniprot		CellPhoneDB	curated
COL5A2	ITGA11	uniprot		CellPhoneDB	curated
COL5A2	ITGA2	uniprot		CellPhoneDB	curated
COL5A3	ITGA1	uniprot		CellPhoneDB	curated
COL5A3	ITGB1	uniprot		CellPhoneDB	curated
COL5A3	ITGA10	uniprot		CellPhoneDB	curated
COL5A3	ITGA11	uniprot		CellPhoneDB	curated
COL5A3	ITGA2	uniprot		CellPhoneDB	curated
COL6A1	ITGA1	uniprot		CellPhoneDB	curated
COL6A1	ITGB1	uniprot		CellPhoneDB	curated
COL6A1	ITGA10	uniprot		CellPhoneDB	curated
COL6A1	ITGA11	uniprot		CellPhoneDB	curated
COL6A1	ITGA2	uniprot		CellPhoneDB	curated
COL6A2	ITGA1	uniprot		CellPhoneDB	curated
COL6A2	ITGB1	uniprot		CellPhoneDB	curated
COL6A2	ITGA10	uniprot		CellPhoneDB	curated
COL6A2	ITGA11	uniprot		CellPhoneDB	curated
COL6A2	ITGA2	uniprot		CellPhoneDB	curated
COL6A3	ITGA1	uniprot		CellPhoneDB	curated
COL6A3	ITGB1	uniprot		CellPhoneDB	curated
COL6A3	ITGA10	uniprot		CellPhoneDB	curated
COL6A3	ITGA11	uniprot		CellPhoneDB	curated
COL6A3	ITGA2	uniprot		CellPhoneDB	curated
COL6A5	ITGA1	uniprot		CellPhoneDB	curated
COL6A5	ITGB1	uniprot		CellPhoneDB	curated
COL6A5	ITGA10	uniprot		CellPhoneDB	curated
COL6A5	ITGA11	uniprot		CellPhoneDB	curated
COL6A5	ITGA2	uniprot		CellPhoneDB	curated
COL6A6	ITGA1	uniprot		CellPhoneDB	curated
COL6A6	ITGB1	uniprot		CellPhoneDB	curated
COL6A6	ITGA10	uniprot		CellPhoneDB	curated
COL6A6	ITGA11	uniprot		CellPhoneDB	curated
COL6A6	ITGA2	uniprot		CellPhoneDB	curated
COL7A1	ITGA1	uniprot		CellPhoneDB	curated
COL7A1	ITGB1	uniprot		CellPhoneDB	curated
COL7A1	ITGA10	uniprot		CellPhoneDB	curated
COL7A1	ITGA11	uniprot		CellPhoneDB	curated
COL7A1	ITGA2	uniprot		CellPhoneDB	curated
COL8A1	ITGA1	uniprot		CellPhoneDB	curated
COL8A1	ITGB1	uniprot		CellPhoneDB	curated
COL8A1	ITGA10	uniprot		CellPhoneDB	curated
COL8A1	ITGA11	uniprot		CellPhoneDB	curated
COL8A1	ITGA2	uniprot		CellPhoneDB	curated
COL8A2	ITGA1	uniprot		CellPhoneDB	curated
COL8A2	ITGB1	uniprot		CellPhoneDB	curated
COL8A2	ITGA10	uniprot		CellPhoneDB	curated
COL8A2	ITGA11	uniprot		CellPhoneDB	curated
COL8A2	ITGA2	uniprot		CellPhoneDB	curated
COL9A1	ITGA1	uniprot		CellPhoneDB	curated
COL9A1	ITGB1	uniprot		CellPhoneDB	curated
COL9A1	ITGA10	uniprot		CellPhoneDB	curated
COL9A1	ITGA11	uniprot		CellPhoneDB	curated
COL9A1	ITGA2	uniprot		CellPhoneDB	curated
COL9A2	ITGA1	uniprot		CellPhoneDB	curated
COL9A2	ITGB1	uniprot		CellPhoneDB	curated
COL9A2	ITGA10	uniprot		CellPhoneDB	curated
COL9A2	ITGA11	uniprot		CellPhoneDB	curated
COL9A2	ITGA2	uniprot		CellPhoneDB	curated
COL9A3	ITGA1	uniprot		CellPhoneDB	curated
COL9A3	ITGB1	uniprot		CellPhoneDB	curated
COL9A3	ITGA10	uniprot		CellPhoneDB	curated
COL9A3	ITGA11	uniprot		CellPhoneDB	curated
COL9A3	ITGA2	uniprot		CellPhoneDB	curated
DSC1	DSG2	PMID:27298358	PMID:27298358	CellPhoneDB	curated
DSC2	DSG2	PMID:27298358	PMID:27298358	CellPhoneDB	curated
DSG1	DSC1	PMID:27298358	PMID:27298358	CellPhoneDB	curated
DSG1	DSC2	PMID:27298358	PMID:27298358	CellPhoneDB	curated
DSG1	DSC3	PMID:27298358	PMID:27298358	CellPhoneDB	curated
DSG2	DSC3	PMID:27298358	PMID:27298358	CellPhoneDB	curated
DAG1	CELSR3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
FGA	ITGA2B	uniprot		CellPhoneDB	curated
FGA	ITGB3	uniprot		CellPhoneDB	curated
FGB	ITGA2B	uniprot		CellPhoneDB	curated
FGB	ITGB3	uniprot		CellPhoneDB	curated
FGG	ITGA2B	uniprot		CellPhoneDB	curated
FGG	ITGB3	uniprot		CellPhoneDB	curated
FGA	ITGAM	uniprot		CellPhoneDB	curated
FGA	ITGB2	uniprot		CellPhoneDB	curated
FGB	ITGAM	uniprot		CellPhoneDB	curated
FGB	ITGB2	uniprot		CellPhoneDB	curated
FGG	ITGAM	uniprot		CellPhoneDB	curated
FGG	ITGB2	uniprot		CellPhoneDB	curated
FGA	ITGAX	uniprot		CellPhoneDB	curated
FGB	ITGAX	uniprot		CellPhoneDB	curated
FGG	ITGAX	uniprot		CellPhoneDB	curated
FN1	ITGA10	uniprot		CellPhoneDB	curated
FN1	ITGB1	uniprot		CellPhoneDB	curated
FN1	ITGA11	uniprot		CellPhoneDB	curated
FN1	ITGA2	uniprot		CellPhoneDB	curated
FN1	ITGA2B	uniprot		CellPhoneDB	curated
FN1	ITGB3	uniprot		CellPhoneDB	curated
FN1	ITGA3	uniprot		CellPhoneDB	curated
FN1	ITGA4	uniprot		CellPhoneDB	curated
FN1	ITGB7	uniprot		CellPhoneDB	curated
FN1	ITGA5	uniprot		CellPhoneDB	curated
FN1	ITGA8	uniprot		CellPhoneDB	curated
FN1	ITGAV	uniprot		CellPhoneDB	curated
FN1	ITGB5	uniprot		CellPhoneDB	curated
GJA1	GJA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GJA3	GJA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GJA3	GJA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GJA3	GJC1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GJC1	GJA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
GJC1	GJA5	uniprot;reactome;IUPHAR		CellPhoneDB	curated
ICAM1	ITGAL	Reviewed_in_PMID:23602662		CellPhoneDB	curated
ICAM1	ITGAL	uniprot		CellPhoneDB	curated
ICAM1	ITGB2	uniprot		CellPhoneDB	curated
ICAM1	ITGAM	uniprot		CellPhoneDB	curated
ICAM1	ITGAX	PMID:16252253	PMID:16252253	CellPhoneDB	curated
ICAM1	ITGB2	PMID:16252253	PMID:16252253	CellPhoneDB	curated
ICAM1	SPN	PMID:1683685	PMID:1683685	CellPhoneDB	curated
ICAM2	CD209	uniprot		CellPhoneDB	curated
ICAM2	ITGAL	uniprot		CellPhoneDB	curated
ICAM2	ITGB2	uniprot		CellPhoneDB	curated
ICAM3	CD209	PMID:15795245	PMID:15795245	CellPhoneDB	curated
ICAM3	CLEC4M	PMID:15795245	PMID:15795245	CellPhoneDB	curated
ICAM3	ITGAD	uniprot		CellPhoneDB	curated
ICAM3	ITGB2	uniprot		CellPhoneDB	curated
ICAM3	ITGAL	uniprot		CellPhoneDB	curated
ICAM4	ITGAL	uniprot		CellPhoneDB	curated
ICAM4	ITGB2	uniprot		CellPhoneDB	curated
JAM2	ITGA4	PMID:12070135	PMID:12070135	CellPhoneDB	curated
JAM2	ITGB1	PMID:12070135	PMID:12070135	CellPhoneDB	curated
JAM2	JAM3	PMC1237098;PMID:11590146		CellPhoneDB	curated
JAM3	ITGAM	PMID:16118203;PMC2194005	PMID:16118203;PMC2194005	CellPhoneDB	curated
JAM3	ITGB2	PMID:16118203;PMC2194005	PMID:16118203;PMC2194005	CellPhoneDB	curated
L1CAM	EZR	reactome		CellPhoneDB	curated
L1CAM	ITGA2B	reactome		CellPhoneDB	curated
L1CAM	ITGB3	reactome		CellPhoneDB	curated
L1CAM	ITGA5	PMC2120661		CellPhoneDB	curated
L1CAM	ITGB1	PMC2120661		CellPhoneDB	curated
L1CAM	ITGA9	reactome		CellPhoneDB	curated
L1CAM	ITGB1	reactome		CellPhoneDB	curated
L1CAM	ITGAV	reactome		CellPhoneDB	curated
L1CAM	ITGAV	PMID:9396761	PMID:9396761	CellPhoneDB	curated
L1CAM	ITGB3	PMID:9396761	PMID:9396761	CellPhoneDB	curated
LAMA3	ITGA3	uniprot		CellPhoneDB	curated
LAMA3	ITGB1	uniprot		CellPhoneDB	curated
LAMC1	ITGA2	uniprot		CellPhoneDB	curated
LAMC1	ITGB1	uniprot		CellPhoneDB	curated
LAMC1	ITGA6	uniprot		CellPhoneDB	curated
LAMC1	ITGA7	uniprot		CellPhoneDB	curated
LAMC1	ITGAV	uniprot		CellPhoneDB	curated
LAMC1	ITGB3	uniprot		CellPhoneDB	curated
NECTIN1	CADM3	uniprot		CellPhoneDB	curated
NECTIN1	NECTIN3	PMID:12740392	PMID:12740392	CellPhoneDB	curated
NECTIN1	NECTIN4	PMID:22902367	PMID:22902367	CellPhoneDB	curated
NECTIN2	NECTIN3	PMID:19011627;PMID:12740392	PMID:19011627;PMID:12740392	CellPhoneDB	curated
SPP1	ITGA4	PMID:1830891;PMID:8970045	PMID:1830891;PMID:8970045	CellPhoneDB	curated
SPP1	ITGB1	PMID:1830891;PMID:8970045	PMID:1830891;PMID:8970045	CellPhoneDB	curated
SPP1	ITGA9	PMID:1830891;PMID:8970045	PMID:1830891;PMID:8970045	CellPhoneDB	curated
SPP1	ITGAV	PMID:24442579	PMID:24442579	CellPhoneDB	curated
SPP1	ITGB3	PMID:24442579	PMID:24442579	CellPhoneDB	curated
F10	ITGAM	uniprot		CellPhoneDB	curated
F10	ITGB2	uniprot		CellPhoneDB	curated
F11R	ITGAL	PMID:11812992;PMID:15528364	PMID:11812992;PMID:15528364	CellPhoneDB	curated
F11R	ITGB2	PMID:11812992;PMID:15528364	PMID:11812992;PMID:15528364	CellPhoneDB	curated
F2	F2R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
F2	F2RL2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
F2	F2RL3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
F2	GP1BA	PDB:1hyr_partially		CellPhoneDB	curated
F2	GP1BB	PDB:1hyr_partially		CellPhoneDB	curated
F2	ITGA2B	uniprot		CellPhoneDB	curated
F2	ITGB3	uniprot		CellPhoneDB	curated
F2	ITGAV	uniprot		CellPhoneDB	curated
F2	THBD	uniprot		CellPhoneDB	curated
TNC	ITGA4	uniprot		CellPhoneDB	curated
TNC	ITGB1	uniprot		CellPhoneDB	curated
TNC	ITGA8	uniprot		CellPhoneDB	curated
TNC	ITGA9	uniprot		CellPhoneDB	curated
TNC	ITGAV	uniprot		CellPhoneDB	curated
TNC	ITGB3	uniprot		CellPhoneDB	curated
TNC	ITGB6	uniprot		CellPhoneDB	curated
THBS1	ITGA2B	uniprot		CellPhoneDB	curated
THBS1	ITGB3	uniprot		CellPhoneDB	curated
THBS1	ITGA3	uniprot		CellPhoneDB	curated
THBS1	ITGB1	uniprot		CellPhoneDB	curated
THBS1	ITGAV	uniprot		CellPhoneDB	curated
VCAM1	ITGA4	PMC4368157		CellPhoneDB	curated
VCAM1	ITGB1	PMC4368157		CellPhoneDB	curated
VCAM1	ITGA4	uniprot		CellPhoneDB	curated
VCAM1	ITGB7	uniprot		CellPhoneDB	curated
VCAM1	ITGA9	uniprot		CellPhoneDB	curated
VCAM1	ITGB1	uniprot		CellPhoneDB	curated
VCAM1	ITGAD	uniprot		CellPhoneDB	curated
VCAM1	ITGB2	uniprot		CellPhoneDB	curated
VTN	ITGA2B	uniprot		CellPhoneDB	curated
VTN	ITGB3	uniprot		CellPhoneDB	curated
VTN	ITGAV	uniprot		CellPhoneDB	curated
VTN	ITGB1	uniprot		CellPhoneDB	curated
PLA2G2A	ITGA4	uniprot		CellPhoneDB	curated
PLA2G2A	ITGB1	uniprot		CellPhoneDB	curated
PLA2G2A	ITGA5	uniprot		CellPhoneDB	curated
CHAT	CHRM1	reactome		CellPhoneDB	curated
CHAT	CHRM2	reactome		CellPhoneDB	curated
CHAT	CHRM3	reactome		CellPhoneDB	curated
CHAT	CHRM4	reactome		CellPhoneDB	curated
CHAT	CHRM5	reactome		CellPhoneDB	curated
CHAT	CHRNA1	reactome		CellPhoneDB	curated
CHAT	CHRNA2	reactome		CellPhoneDB	curated
CHAT	CHRNB3	reactome		CellPhoneDB	curated
CHAT	CHRNA3	reactome		CellPhoneDB	curated
CHAT	CHRNA5	reactome		CellPhoneDB	curated
CHAT	CHRNB2	reactome		CellPhoneDB	curated
CHAT	CHRNB4	reactome		CellPhoneDB	curated
CHAT	CHRNA4	reactome		CellPhoneDB	curated
CHAT	CHRNA6	reactome		CellPhoneDB	curated
CHAT	CHRNA7	reactome		CellPhoneDB	curated
NT5E	ADORA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A1	ADORA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NT5E	ADORA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A1	ADORA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NT5E	ADORA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A1	ADORA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
NT5E	ADORA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A1	ADORA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A2	ADORA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A2	ADORA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A2	ADORA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A2	ADORA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A3	ADORA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A3	ADORA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A3	ADORA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A3	ADORA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A4	ADORA1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A4	ADORA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A4	ADORA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC29A4	ADORA3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRA1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRA1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRA1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRA1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRA1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRA1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRA2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRA2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
PNMT	ADRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A1	ADRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRA1A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRA1B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRA1D	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRA2A	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRA2B	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRA2C	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRB1	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRB2	uniprot;reactome;IUPHAR		CellPhoneDB	curated
SLC18A2	ADRB3	uniprot;reactome;IUPHAR		CellPhoneDB	curated
ADM	CALCRL	uniprot		CellPhoneDB	curated
ADM	GPER1	uniprot		CellPhoneDB	curated
ADM	RAMP3	uniprot		CellPhoneDB	curated
ADM2	CALCRL	uniprot		CellPhoneDB	curated
ADM2	GPER1	uniprot		CellPhoneDB	curated
ADM2	RAMP3	uniprot		CellPhoneDB	curated
ADM2	RAMP2	uniprot		CellPhoneDB	curated
AGRP	MC2R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	curated
AGRP	MC3R	uniprot		CellPhoneDB	curated
