ligand	receptor	sources	references	databases	n_databases
COL16A1	ITGA11	uniprot		CellPhoneDB	1
COL16A1	ITGA2	uniprot		CellPhoneDB	1
COL16A1	ITGB1	uniprot		CellPhoneDB	1
COL17A1	ITGA1	uniprot		CellPhoneDB	1
COL17A1	ITGA10	uniprot		CellPhoneDB	1
COL17A1	ITGA11	uniprot		CellPhoneDB	1
COL17A1	ITGA2	uniprot		CellPhoneDB	1
COL17A1	ITGB1	uniprot		CellPhoneDB	1
COL18A1	ITGA1	uniprot		CellPhoneDB	1
COL18A1	ITGA10	uniprot		CellPhoneDB	1
COL18A1	ITGA11	uniprot		CellPhoneDB	1
COL18A1	ITGA2	uniprot		CellPhoneDB	1
COL18A1	ITGB1	uniprot		CellPhoneDB	1
COL19A1	ITGA1	uniprot		CellPhoneDB	1
COL19A1	ITGA10	uniprot		CellPhoneDB	1
COL19A1	ITGA11	uniprot		CellPhoneDB	1
COL19A1	ITGA2	uniprot		CellPhoneDB	1
COL19A1	ITGB1	uniprot		CellPhoneDB	1
COL1A1	ITGA1	uniprot		CellPhoneDB	1
COL1A1	ITGA10	uniprot		CellPhoneDB	1
COL1A1	ITGA11	uniprot		CellPhoneDB	1
COL1A1	ITGA2	uniprot		CellPhoneDB	1
COL1A1	ITGB1	uniprot		CellPhoneDB	1
COL1A2	ITGA1	uniprot		CellPhoneDB	1
COL1A2	ITGA10	uniprot		CellPhoneDB	1
COL1A2	ITGA11	uniprot		CellPhoneDB	1
COL1A2	ITGA2	uniprot		CellPhoneDB	1
COL1A2	ITGB1	uniprot		CellPhoneDB	1
COL20A1	ITGA1	uniprot		CellPhoneDB	1
COL20A1	ITGA10	uniprot		CellPhoneDB	1
COL20A1	ITGA11	uniprot		CellPhoneDB	1
COL20A1	ITGA2	uniprot		CellPhoneDB	1
COL20A1	ITGB1	uniprot		CellPhoneDB	1
COL21A1	ITGA1	uniprot		CellPhoneDB	1
COL21A1	ITGA10	uniprot		CellPhoneDB	1
COL21A1	ITGA11	uniprot		CellPhoneDB	1
COL21A1	ITGA2	uniprot		CellPhoneDB	1
COL21A1	ITGB1	uniprot		CellPhoneDB	1
COL22A1	ITGA1	uniprot		CellPhoneDB	1
COL22A1	ITGA10	uniprot		CellPhoneDB	1
COL22A1	ITGA11	uniprot		CellPhoneDB	1
COL22A1	ITGA2	uniprot		CellPhoneDB	1
COL22A1	ITGB1	uniprot		CellPhoneDB	1
COL24A1	ITGA1	uniprot		CellPhoneDB	1
COL24A1	ITGA10	uniprot		CellPhoneDB	1
COL24A1	ITGA11	uniprot		CellPhoneDB	1
COL24A1	ITGA2	uniprot		CellPhoneDB	1
COL24A1	ITGB1	uniprot		CellPhoneDB	1
COL26A1	ITGA1	uniprot		CellPhoneDB	1
COL26A1	ITGA10	uniprot		CellPhoneDB	1
COL26A1	ITGA11	uniprot		CellPhoneDB	1
COL26A1	ITGA2	uniprot		CellPhoneDB	1
COL26A1	ITGB1	uniprot		CellPhoneDB	1
COL27A1	ITGA1	uniprot		CellPhoneDB	1
COL27A1	ITGA10	uniprot		CellPhoneDB	1
COL27A1	ITGA11	uniprot		CellPhoneDB	1
COL27A1	ITGA2	uniprot		CellPhoneDB	1
COL27A1	ITGB1	uniprot		CellPhoneDB	1
COL28A1	ITGA1	uniprot		CellPhoneDB	1
COL28A1	ITGA10	uniprot		CellPhoneDB	1
COL28A1	ITGA11	uniprot		CellPhoneDB	1
COL28A1	ITGA2	uniprot		CellPhoneDB	1
COL28A1	ITGB1	uniprot		CellPhoneDB	1
COL2A1	ITGA1	uniprot		CellPhoneDB	1
COL2A1	ITGA10	uniprot		CellPhoneDB	1
COL2A1	ITGA11	uniprot		CellPhoneDB	1
COL2A1	ITGA2	uniprot		CellPhoneDB	1
COL2A1	ITGB1	uniprot		CellPhoneDB	1
COL3A1	ADGRG1	uniprot;reactome;IUPHAR		CellPhoneDB	1
COL3A1	ITGA1	uniprot		CellPhoneDB	1
COL3A1	ITGA10	uniprot		CellPhoneDB	1
COL3A1	ITGA11	uniprot		CellPhoneDB	1
COL3A1	ITGA2	uniprot		CellPhoneDB	1
COL3A1	ITGB1	uniprot		CellPhoneDB	1
COL4A1	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	1
COL4A1	ITGA1	uniprot		CellPhoneDB	1
COL4A1	ITGA10	uniprot		CellPhoneDB	1
COL4A1	ITGA11	uniprot		CellPhoneDB	1
COL4A1	ITGA2	uniprot		CellPhoneDB	1
COL4A1	ITGB1	uniprot		CellPhoneDB	1
COL4A2	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	1
COL4A2	ITGA1	uniprot		CellPhoneDB	1
COL4A2	ITGA10	uniprot		CellPhoneDB	1
COL4A2	ITGA11	uniprot		CellPhoneDB	1
COL4A2	ITGA2	uniprot		CellPhoneDB	1
COL4A2	ITGB1	uniprot		CellPhoneDB	1
COL4A3	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	1
COL4A3	ITGA1	uniprot		CellPhoneDB	1
COL4A3	ITGA10	uniprot		CellPhoneDB	1
COL4A3	ITGA11	uniprot		CellPhoneDB	1
COL4A3	ITGA2	uniprot		CellPhoneDB	1
COL4A3	ITGB1	uniprot		CellPhoneDB	1
COL4A4	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	1
COL4A4	ITGA1	uniprot		CellPhoneDB	1
COL4A4	ITGA10	uniprot		CellPhoneDB	1
COL4A4	ITGA11	uniprot		CellPhoneDB	1
COL4A4	ITGA2	uniprot		CellPhoneDB	1
COL4A4	ITGB1	uniprot		CellPhoneDB	1
COL4A5	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	1
COL4A5	ITGA1	uniprot		CellPhoneDB	1
COL4A5	ITGA10	uniprot		CellPhoneDB	1
COL4A5	ITGA11	uniprot		CellPhoneDB	1
COL4A5	ITGA2	uniprot		CellPhoneDB	1
COL4A5	ITGB1	uniprot		CellPhoneDB	1
COL4A6	ADGRG6	uniprot;reactome;IUPHAR		CellPhoneDB	1
COL4A6	ITGA1	uniprot		CellPhoneDB	1
COL4A6	ITGA10	uniprot		CellPhoneDB	1
COL4A6	ITGA11	uniprot		CellPhoneDB	1
COL4A6	ITGA2	uniprot		CellPhoneDB	1
COL4A6	ITGB1	uniprot		CellPhoneDB	1
COL5A1	ITGA1	uniprot		CellPhoneDB	1
COL5A1	ITGA10	uniprot		CellPhoneDB	1
COL5A1	ITGA11	uniprot		CellPhoneDB	1
COL5A1	ITGA2	uniprot		CellPhoneDB	1
COL5A1	ITGB1	uniprot		CellPhoneDB	1
COL5A2	ITGA1	uniprot		CellPhoneDB	1
COL5A2	ITGA10	uniprot		CellPhoneDB	1
COL5A2	ITGA11	uniprot		CellPhoneDB	1
COL5A2	ITGA2	uniprot		CellPhoneDB	1
COL5A2	ITGB1	uniprot		CellPhoneDB	1
COL5A3	ITGA1	uniprot		CellPhoneDB	1
COL5A3	ITGA10	uniprot		CellPhoneDB	1
COL5A3	ITGA11	uniprot		CellPhoneDB	1
COL5A3	ITGA2	uniprot		CellPhoneDB	1
COL5A3	ITGB1	uniprot		CellPhoneDB	1
COL6A1	ITGA1	uniprot		CellPhoneDB	1
COL6A1	ITGA10	uniprot		CellPhoneDB	1
COL6A1	ITGA11	uniprot		CellPhoneDB	1
COL6A1	ITGA2	uniprot		CellPhoneDB	1
COL6A1	ITGB1	uniprot		CellPhoneDB	1
COL6A2	ITGA1	uniprot		CellPhoneDB	1
COL6A2	ITGA10	uniprot		CellPhoneDB	1
COL6A2	ITGA11	uniprot		CellPhoneDB	1
COL6A2	ITGA2	uniprot		CellPhoneDB	1
COL6A2	ITGB1	uniprot		CellPhoneDB	1
COL6A3	ITGA1	uniprot		CellPhoneDB	1
COL6A3	ITGA10	uniprot		CellPhoneDB	1
COL6A3	ITGA11	uniprot		CellPhoneDB	1
COL6A3	ITGA2	uniprot		CellPhoneDB	1
COL6A3	ITGB1	uniprot		CellPhoneDB	1
COL6A5	ITGA1	uniprot		CellPhoneDB	1
COL6A5	ITGA10	uniprot		CellPhoneDB	1
COL6A5	ITGA11	uniprot		CellPhoneDB	1
COL6A5	ITGA2	uniprot		CellPhoneDB	1
COL6A5	ITGB1	uniprot		CellPhoneDB	1
COL6A6	ITGA1	uniprot		CellPhoneDB	1
COL6A6	ITGA10	uniprot		CellPhoneDB	1
COL6A6	ITGA11	uniprot		CellPhoneDB	1
COL6A6	ITGA2	uniprot		CellPhoneDB	1
COL6A6	ITGB1	uniprot		CellPhoneDB	1
COL7A1	ITGA1	uniprot		CellPhoneDB	1
COL7A1	ITGA10	uniprot		CellPhoneDB	1
COL7A1	ITGA11	uniprot		CellPhoneDB	1
COL7A1	ITGA2	uniprot		CellPhoneDB	1
COL7A1	ITGB1	uniprot		CellPhoneDB	1
COL8A1	ITGA1	uniprot		CellPhoneDB	1
COL8A1	ITGA10	uniprot		CellPhoneDB	1
COL8A1	ITGA11	uniprot		CellPhoneDB	1
COL8A1	ITGA2	uniprot		CellPhoneDB	1
COL8A1	ITGB1	uniprot		CellPhoneDB	1
COL8A2	ITGA1	uniprot		CellPhoneDB	1
COL8A2	ITGA10	uniprot		CellPhoneDB	1
COL8A2	ITGA11	uniprot		CellPhoneDB	1
COL8A2	ITGA2	uniprot		CellPhoneDB	1
COL8A2	ITGB1	uniprot		CellPhoneDB	1
COL9A1	ITGA1	uniprot		CellPhoneDB	1
COL9A1	ITGA10	uniprot		CellPhoneDB	1
COL9A1	ITGA11	uniprot		CellPhoneDB	1
COL9A1	ITGA2	uniprot		CellPhoneDB	1
COL9A1	ITGB1	uniprot		CellPhoneDB	1
COL9A2	ITGA1	uniprot		CellPhoneDB	1
COL9A2	ITGA10	uniprot		CellPhoneDB	1
COL9A2	ITGA11	uniprot		CellPhoneDB	1
COL9A2	ITGA2	uniprot		CellPhoneDB	1
COL9A2	ITGB1	uniprot		CellPhoneDB	1
COL9A3	ITGA1	uniprot		CellPhoneDB	1
COL9A3	ITGA10	uniprot		CellPhoneDB	1
COL9A3	ITGA11	uniprot		CellPhoneDB	1
COL9A3	ITGA2	uniprot		CellPhoneDB	1
COL9A3	ITGB1	uniprot		CellPhoneDB	1
CORT	SSTR1	uniprot;HMRbase;reactome		CellPhoneDB	1
CORT	SSTR2	uniprot;HMRbase;reactome		CellPhoneDB	1
CORT	SSTR3	uniprot;HMRbase;reactome		CellPhoneDB	1
CORT	SSTR4	uniprot;HMRbase;reactome		CellPhoneDB	1
CORT	SSTR5	uniprot;HMRbase;reactome		CellPhoneDB	1
CRH	CRHR1	uniprot;HMRbase;reactome		CellPhoneDB	1
CRH	CRHR2	uniprot;HMRbase;reactome		CellPhoneDB	1
CRLF2	IL7R	DOI_10.1038ncomms14937		CellPhoneDB	1
CRTAM	CADM1	uniprot		CellPhoneDB	1
CSF1	CSF1R	uniprot		CellPhoneDB	1
CSF2	CSF2RA	PDB:4nkq		CellPhoneDB	1
CSF2	CSF2RB	PDB:4nkq		CellPhoneDB	1
CSF3	CSF3R	uniprot		CellPhoneDB	1
CSPG4	ITGA3	uniprot		CellPhoneDB	1
CSPG4	ITGB1	uniprot		CellPhoneDB	1
CTSG	F2RL3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
CTSG	FPR1	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
CX3CL1	CX3CR1	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL1	ACKR1	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL1	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL1	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL10	CXCR3	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL10	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL11	ACKR3	uniprot		CellPhoneDB	1
CXCL11	CXCR3	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL11	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL12	CXCR4	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL12	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL13	ACKR4	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL13	CXCR5	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL14	CXCR4	PMID:32212206	PMID:32212206	CellPhoneDB	1
CXCL16	CXCR6	uniprot		CellPhoneDB	1
CXCL2	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL2	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL3	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL5	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL5	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL6	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL6	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL8	ACKR1	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL8	CXCR1	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL8	CXCR2	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL9	CXCR3	PMID:24218476	PMID:24218476	CellPhoneDB	1
CXCL9	DPP4	PMID:24218476	PMID:24218476	CellPhoneDB	1
CYP11A1	NR1H4	HMRbase;uniprot		CellPhoneDB	1
CYP11A1	NR1I2	HMRbase;uniprot		CellPhoneDB	1
CYP11B1	NR3C1	HMRbase		CellPhoneDB	1
CYP11B1	NR3C2	uniprot;PMID:3037703		CellPhoneDB	1
CYP11B2	NR3C1	HMRbase		CellPhoneDB	1
CYP11B2	NR3C2	HMRbase;uniprot		CellPhoneDB	1
CYP17A1	AR	HMRbase;reactome		CellPhoneDB	1
CYP19A1	ESR1	HMRbase;reactome		CellPhoneDB	1
CYP19A1	ESR2	HMRbase		CellPhoneDB	1
CYP19A1	GPER1	reactome;uniprot		CellPhoneDB	1
CYP19A1	NR1I2	HMRbase		CellPhoneDB	1
CYP21A2	NR3C2	HMRbase;uniprot		CellPhoneDB	1
CYP27B1	VDR	HMRbase;uniprot		CellPhoneDB	1
CYP3A4	NR1H4	HMRbase;uniprot		CellPhoneDB	1
DAG1	CELSR3	uniprot;reactome;IUPHAR		CellPhoneDB	1
DAG1	NRXN3	PMID:29100073	PMID:29100073	CellPhoneDB	1
DAGLA	CNR1	reactome		CellPhoneDB	1
DAGLA	CNR2	reactome		CellPhoneDB	1
DAGLA	GPR55	reactome		CellPhoneDB	1
DAGLB	CNR1	reactome		CellPhoneDB	1
DAGLB	CNR2	reactome		CellPhoneDB	1
DAGLB	GPR55	reactome		CellPhoneDB	1
DBH	ADRA1A	uniprot;reactome;IUPHAR		CellPhoneDB	1
DBH	ADRA1B	uniprot;reactome;IUPHAR		CellPhoneDB	1
DBH	ADRA1D	uniprot;reactome;IUPHAR		CellPhoneDB	1
DBH	ADRA2A	uniprot;reactome;IUPHAR		CellPhoneDB	1
DBH	ADRA2B	uniprot;reactome;IUPHAR		CellPhoneDB	1
DBH	ADRA2C	uniprot;reactome;IUPHAR		CellPhoneDB	1
DBH	ADRB1	uniprot;reactome;IUPHAR		CellPhoneDB	1
DBH	ADRB2	uniprot;reactome;IUPHAR		CellPhoneDB	1
DBH	ADRB3	uniprot;reactome;IUPHAR		CellPhoneDB	1
DDC	DRD1	uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
DDC	DRD2	uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
DDC	DRD3	uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
DDC	DRD4	uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
DDC	DRD5	uniprot;reactome;uniprot;reactome;IUPHAR		CellPhoneDB	1
DDC	HTR1A	HMRbase;uniprot;reactome		CellPhoneDB	1
DDC	HTR1B	uniprot;reactome		CellPhoneDB	1
DDC	HTR1D	uniprot;reactome		CellPhoneDB	1
DDC	HTR1E	uniprot;reactome		CellPhoneDB	1
DDC	HTR1F	uniprot;reactome		CellPhoneDB	1
DDC	HTR2A	HMRbase;uniprot;reactome		CellPhoneDB	1
DDC	HTR2B	uniprot;reactome		CellPhoneDB	1
DDC	HTR2C	HMRbase;uniprot;reactome		CellPhoneDB	1
DDC	HTR3A	HMRbase;uniprot		CellPhoneDB	1
DDC	HTR3B	uniprot		CellPhoneDB	1
DDC	HTR3C	uniprot		CellPhoneDB	1
DDC	HTR3D	uniprot		CellPhoneDB	1
DDC	HTR3E	uniprot		CellPhoneDB	1
DDC	HTR4	HMRbase;uniprot;reactome		CellPhoneDB	1
DDC	HTR5A	HMRbase;uniprot;reactome		CellPhoneDB	1
DDC	HTR6	uniprot;reactome		CellPhoneDB	1
DDC	HTR7	uniprot;reactome		CellPhoneDB	1
DDC	TAAR1	uniprot;reactome;IUPHAR		CellPhoneDB	1
DHCR24	RORA	HMRbase;PMID:12467577;PDB:1N83		CellPhoneDB	1
DHCR24	RORC	uniprot		CellPhoneDB	1
DHCR7	NR1H2	HMRbase;uniprot		CellPhoneDB	1
DHCR7	NR1H3	HMRbase		CellPhoneDB	1
DHCR7	RORA	HMRbase;PMID:12467577;PDB:1N83		CellPhoneDB	1
DHCR7	RORC	uniprot		CellPhoneDB	1
DHH	BOC	reactome		CellPhoneDB	1
DHH	CDON	reactome		CellPhoneDB	1
DHH	GAS1	reactome		CellPhoneDB	1
DHH	HHIP	reactome;PMID:10050855;PMID:19561611		CellPhoneDB	1
DHH	PTCH1	reactome		CellPhoneDB	1
DHRS9	PGR	HMRbase		CellPhoneDB	1
DIO3	THRA	HMRbase;uniprot		CellPhoneDB	1
DIO3	THRB	HMRbase;uniprot		CellPhoneDB	1
DKK1	KREMEN1	reactome;PMID:27524201;PDB:5FWW		CellPhoneDB	1
DKK1	KREMEN2	reactome		CellPhoneDB	1
DKK1	LRP5	PMID:12775774	PMID:12775774	CellPhoneDB	1
DKK1	LRP6	PMID:12775774;reactome;reactome;PMID:27524201;PDB:5FWW	PMID:12775774	CellPhoneDB	1
DKK2	KREMEN2	reactome;PMID:12527209		CellPhoneDB	1
DKK2	LRP6	reactome;PMID:12527209;uniprot;PMID:30035713		CellPhoneDB	1
DLK1	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLK1	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLK1	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLK1	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL1	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL1	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL1	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL1	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL3	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL3	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL3	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL3	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL4	NOTCH1	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL4	NOTCH2	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL4	NOTCH3	PMID:22353464	PMID:22353464	CellPhoneDB	1
DLL4	NOTCH4	PMID:22353464	PMID:22353464	CellPhoneDB	1
DPEP1	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	1
DPEP1	CYSLTR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
DPEP2	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	1
DPEP2	CYSLTR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
DPEP3	CYSLTR1	HMRbase;uniprot;reactome		CellPhoneDB	1
DPEP3	CYSLTR2	uniprot;reactome;IUPHAR		CellPhoneDB	1
DSC1	DSG2	PMID:27298358	PMID:27298358	CellPhoneDB	1
DSC2	DSG2	PMID:27298358	PMID:27298358	CellPhoneDB	1
DSG1	DSC1	PMID:27298358	PMID:27298358	CellPhoneDB	1
DSG1	DSC2	PMID:27298358	PMID:27298358	CellPhoneDB	1
DSG1	DSC3	PMID:27298358	PMID:27298358	CellPhoneDB	1
DSG2	DSC3	PMID:27298358	PMID:27298358	CellPhoneDB	1
EBI3	IL12RB2	uniprot		CellPhoneDB	1
EBI3	IL27RA	uniprot		CellPhoneDB	1
EBI3	IL6ST	uniprot		CellPhoneDB	1
EDN1	EDNRA	uniprot;reactome;IUPHAR		CellPhoneDB	1
EDN1	EDNRB	uniprot;reactome;IUPHAR		CellPhoneDB	1
EDN2	EDNRA	uniprot;reactome;IUPHAR		CellPhoneDB	1
EDN2	EDNRB	uniprot;reactome;IUPHAR		CellPhoneDB	1
EDN3	EDNRA	uniprot;reactome;IUPHAR		CellPhoneDB	1
EDN3	EDNRB	uniprot;reactome;IUPHAR		CellPhoneDB	1
EFNA1	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA1	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA1	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA1	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA1	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA1	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA1	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA2	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA2	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA2	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA2	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA2	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA2	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA2	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA3	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA3	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA3	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA3	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA3	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA3	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA3	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA4	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA4	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA4	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA4	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA4	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA4	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA4	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA5	EPHA1	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA5	EPHA2	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA5	EPHA3	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA5	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA5	EPHA5	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA5	EPHA7	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA5	EPHA8	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNA5	EPHB2	PMID:15107857;PMID:15114347	PMID:15107857;PMID:15114347	CellPhoneDB	1
EFNB1	EPHA2	Shilts screen - VALIDATED		CellPhoneDB	1
EFNB1	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB1	EPHB1	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB1	EPHB2	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB1	EPHB3	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB1	EPHB4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB1	EPHB6	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB2	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB2	EPHB1	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB2	EPHB2	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB2	EPHB3	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB2	EPHB4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB2	EPHB6	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB3	EPHA4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB3	EPHB1	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB3	EPHB2	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB3	EPHB3	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB3	EPHB4	PMID:15114347	PMID:15114347	CellPhoneDB	1
EFNB3	EPHB6	PMID:15114347	PMID:15114347	CellPhoneDB	1
EGF	EGFR	uniprot		CellPhoneDB	1
ENTPD1	ADORA1	uniprot		CellPhoneDB	1
ENTPD1	ADORA2A	uniprot		CellPhoneDB	1
ENTPD1	ADORA2B	uniprot		CellPhoneDB	1
ENTPD1	ADORA3	uniprot		CellPhoneDB	1
EPGN	EGFR	uniprot		CellPhoneDB	1
EPO	EPOR	uniprot		CellPhoneDB	1
EREG	EGFR	uniprot		CellPhoneDB	1
EREG	ERBB4	uniprot		CellPhoneDB	1
ERVH48-1	SLC1A5	uniprot		CellPhoneDB	1
F10	ITGAM	uniprot		CellPhoneDB	1
F10	ITGB2	uniprot		CellPhoneDB	1
F11R	ITGAL	PMID:11812992;PMID:15528364	PMID:11812992;PMID:15528364	CellPhoneDB	1
F11R	ITGB2	PMID:11812992;PMID:15528364	PMID:11812992;PMID:15528364	CellPhoneDB	1
F2	F2R	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
F2	F2RL2	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
F2	F2RL3	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)		CellPhoneDB	1
F2	GP1BA	PDB:1hyr_partially		CellPhoneDB	1
F2	GP1BB	PDB:1hyr_partially		CellPhoneDB	1
F2	ITGA2B	uniprot		CellPhoneDB	1
F2	ITGAV	uniprot		CellPhoneDB	1
F2	ITGB3	uniprot		CellPhoneDB	1
F2	THBD	uniprot		CellPhoneDB	1
FASLG	FAS	uniprot		CellPhoneDB	1
FASLG	TNFRSF6B	uniprot		CellPhoneDB	1
FBN1	ITGA5	uniprot		CellPhoneDB	1
FBN1	ITGB1	uniprot		CellPhoneDB	1
FCER2	CR2	PMID:16785534;PMC2212946	PMID:16785534;PMC2212946	CellPhoneDB	1
FCER2	FGFR2	Shilts screen - VALIDATED		CellPhoneDB	1
FCER2	ITGAM	PMID:7621072;PMID:8745401	PMID:7621072;PMID:8745401	CellPhoneDB	1
FCER2	ITGAV	PMID:10037797	PMID:10037797	CellPhoneDB	1
FCER2	ITGAX	PMID:7621072	PMID:7621072	CellPhoneDB	1
FCER2	ITGB2	PMID:7621072;PMID:7621072;PMID:8745401	PMID:7621072;PMID:7621072;PMID:8745401	CellPhoneDB	1
