source_genesymbol	target_genesymbol	consensus_stimulation	consensus_inhibition	references	sources
NFATC1	SNCA	0	0	18802087;23070399;24590765	ExTRI
ATF3	MMP1	0	0	18802113	ExTRI;NTNU.Curated
SRF	CDH5	0	0	18804439	ExTRI;GEREDB;NTNU.Curated
IKZF1	OSR1	0	0	18804520	ExTRI;NTNU.Curated
RUNX2	OSR1	0	0	18804520	ExTRI;NTNU.Curated
JARID2	JARID2	0	0	18805276	ExTRI
AHR	CRYAB	0	0	18805402;21494593	ExTRI
AHR	HSP90AB1	0	0	18805402;2153080	ExTRI
NRG1	ADH4	0	0	18806212	ExTRI
NRG1	CHMP4B	0	0	18806212	ExTRI
TP63	WWP1	0	0	18806757;20951678	ExTRI
E2F1	SRSF2	0	0	18806759;20639906	ExTRI;NTNU.Curated
MAX	TCEAL7	0	0	18806825	ExTRI
MYC	TCEAL7	0	0	18806825;20454512	ExTRI
ZNF335	ISCU	0	0	1880804	ExTRI
ZNF335	S100A9	0	0	1880804	ExTRI
PPARG	APOA4	0	0	18809223	ExTRI;NTNU.Curated
PPARG	APOC4	0	0	18809223	ExTRI;GEREDB;NTNU.Curated
NFIC	IGFBP5	0	0	18809517	ExTRI;GEREDB
HOXA11	PRL	0	0	18809929;19727442	ExTRI;GEREDB;HTRI;SIGNOR
SP1	IGKV1D-39	0	0	18811981	ExTRI
TP53	IGKV1D-39	0	0	18811981	ExTRI
CEBPA	COP1	0	0	18815134	ExTRI
CREB1	COP1	0	0	18815134	ExTRI
IRX5	IRX4	0	0	18815185	ExTRI
IRX5	KCND2	0	0	16239150;18815185	ExTRI;GEREDB;NTNU.Curated;SIGNOR
IRX3	KCND2	0	0	18815185	ExTRI
IRX4	KCND2	0	0	18815185	ExTRI
NR1H2	DHCR24	0	0	18815215	ExTRI
NR1H3	DHCR24	0	0	18815215;23359226;23416078	ExTRI
NR2F2	FGFR3	0	0	18815287	ExTRI
NR2F2	FLT4	0	0	18815287	ExTRI
NR2F2	NRP1	0	0	18815287;19144989;22492355	ExTRI;GEREDB;NTNU.Curated;Pavlidis2021
PROX1	FLT4	0	0	18815287;19210544;19706680;19901262;21807940	ExTRI
PROX1	NRP1	0	0	18815287	ExTRI
NR3C1	CYP27A1	0	0	18817892	ExTRI;NTNU.Curated
TFAP4	CDKN1A	0	0	18818310;19270520;23874636	ExTRI;TRRUST
STAT3	APLN	0	0	18818315	ExTRI;NTNU.Curated
PPARA	TERT	0	0	18818403	ExTRI;GEREDB;NTNU.Curated
KMT2A	SCNN1A	0	0	18818687	ExTRI
IKZF1	NOS2	0	0	18818879	ExTRI;NTNU.Curated
SP1	ADA	0	0	12760745;1881892;8127716	DoRothEA-A;ExTRI;TFactS;TRRUST
CDX2	DSC2	0	0	18819935	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
CDX1	DSC2	0	0	18819935	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
TP53	F2R	0	0	18820708	ExTRI;GEREDB;NTNU.Curated
RELA	ELAVL1	0	0	18824170	ExTRI
HNF4A	RAC1	0	0	18826597	ExTRI
NRF1	MT1A	0	0	18826952;24462598	ExTRI;NTNU.Curated
NRF1	MT2A	0	0	18826952	ExTRI;NTNU.Curated
RARA	CDKN2B	0	0	18829110;23062266	ExTRI
RARA	CHEK2	0	0	18829110	ExTRI
RARA	DAPK1	0	0	18829110	ExTRI
TP73	CHEK2	0	0	18829110	ExTRI
WT1	CDKN2B	0	0	18829110	ExTRI
WT1	CHEK2	0	0	18829110	ExTRI
WT1	DAPK1	0	0	18829110	ExTRI
WT1	MLH1	0	0	18829110;23042785	ExTRI;GOA
HES1	SIRT1	0	0	18829436	ExTRI
NCOR1	SIRT1	0	0	18829436	ExTRI
NCOR1	NOTCH1	0	0	18829436	ExTRI
AR	SOD2	0	0	18829485	ExTRI
NFIL3	PTHLH	0	0	18829486;21826652	ExTRI
SP7	PTHLH	0	0	18829486	ExTRI
TBX3	CDH1	0	0	18829543;20624445;23190890;25595898	ExTRI;GEREDB;SIGNOR
TBX2	CDH1	0	0	18829543;20624445	ExTRI;GEREDB
BCL11B	MAP3K8	0	0	18831712	ExTRI
BCL11B	CHUK	0	0	18831712	ExTRI
KLF4	CTBP2	0	0	18831784	ExTRI;NTNU.Curated
KLF4	MTF2	0	0	18831784	ExTRI;NTNU.Curated
SOX2	CTBP2	0	0	18831784	ExTRI;NTNU.Curated
NKX2-5	NOTCH1	0	0	18832173	ExTRI
HMGA2	SNAI1	0	0	18832382;19179606;22241470	ExTRI;NTNU.Curated;TRRUST
ATF5	SH2D1A	0	0	18832568	ExTRI;TRRUST
FOXP3	GHRHR	0	0	18832697	ExTRI
NFKB1	TNFRSF18	0	0	18832697	ExTRI
REL	TNFRSF18	0	0	18832697	ExTRI
RELA	TNFRSF18	0	0	18832697	ExTRI
XBP1	KLRG1	0	0	18832700	ExTRI;GEREDB
PAX7	DUX4	0	0	18833193	ExTRI
PAX7	PXN	0	0	18833193	ExTRI
VDR	VEGFA	0	0	18834982	ExTRI;NTNU.Curated
CEBPB	IRF6	0	0	18836445	ExTRI
TFAP2A	IRF6	0	0	18836445	ExTRI
BHLHE41	SREBF1	0	0	18838394	ExTRI;GEREDB;NTNU.Curated
EPAS1	F12	0	0	18838541	ExTRI
E2F1	HSPA5	0	0	18840615	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST
PPARG	RBP7	0	0	18840764	ExTRI
EGR1	ID1	0	0	18842581;21506108	ExTRI;NTNU.Curated
ATF4	LHX2	0	0	18842884	ExTRI
SPI1	IL10	0	0	12424622;18843277;19592658;20072143;25567680	CytReg;ExTRI;HTRI
SPIB	IL10	0	0	18843277;20072143;22698399	CytReg;ExTRI;HTRI
HIF1A	HSPA1B	0	0	18844219;19335985	ExTRI
FOXO1	EGR1	0	0	18844239;22865884	ExTRI;GEREDB;NTNU.Curated;TRRUST
JUN	KIF11	0	0	18845538	ExTRI;NTNU.Curated
NFE2L2	NRF1	0	0	18845810	ExTRI
PPARA	TXNIP	0	0	18848838	ExTRI;NTNU.Curated;TRRUST
FOS	TXNIP	0	0	18848838	ExTRI;NTNU.Curated
JUN	TXNIP	0	0	18848838	ExTRI;NTNU.Curated
RXRA	TXNIP	0	0	18848838	ExTRI;NTNU.Curated
CRX	BEST1	0	0	18849347	ExTRI;SIGNOR;TRRUST
OTX2	BEST1	0	0	18849347;20530484	ExTRI;NTNU.Curated;SIGNOR;TRRUST
GATA2	CHST2	0	0	18849568	ExTRI;NTNU.Curated
GATA3	CHST2	0	0	18849568	ExTRI;NTNU.Curated
RUNX1	IL17A	0	0	18849990;21151104	CytReg;ExTRI
NKX2-5	NKX2-5	0	0	18851995;20713518;21677783	ExTRI
ESR1	HSD17B8	0	0	18852215;24914937	ExTRI;GEREDB
STAT6	SMARCA4	0	0	18852284	ExTRI
KLF1	E2F2	0	0	18852285;19457859	ExTRI;NTNU.Curated
HES1	CD3E	0	0	18852286	ExTRI
DMRT1	PRG4	0	0	18852456	ExTRI
DNMT1	PRG4	0	0	18852456	ExTRI
RCOR2	SUMO1	0	0	18854179	ExTRI
EWSR1	PPARG	0	0	18855877	ExTRI;NTNU.Curated
NR4A3	PPARG	0	0	18855877	ExTRI;GEREDB;NTNU.Curated;TRRUST
CEBPZ	CYBB	0	0	1885602	ExTRI
TP53	KEAP1	0	0	18856068	ExTRI
TP53	PTMA	0	0	18856068;9185588	ExTRI
HOXD10	LILRB1	0	0	18922890	ExTRI
ARX	DLX1	0	0	18923043	ExTRI
JDP2	MEST	0	0	18923144	ExTRI
POU3F2	NES	0	0	18349072;18923447;19147497	ExTRI;GEREDB
SOX10	NES	0	0	18923447;19845757	ExTRI;GEREDB;NTNU.Curated;TRRUST
SOX9	NES	0	0	18923447;19845757	ExTRI;GEREDB;NTNU.Curated;TRRUST
FOS	PADI3	0	0	18923650	ExTRI;NTNU.Curated
JUN	PADI3	0	0	18923650	ExTRI;NTNU.Curated
TFAP2D	POU4F1	0	0	18924234	ExTRI
TGIF1	HTT	0	0	18926818	ExTRI
PITX2	PRPH2	0	0	18927113	ExTRI
CRX	RS1	0	0	18927113;23565263	ExTRI;GEREDB;SIGNOR;TRRUST
GLI2	SOX2	0	0	18927476	ExTRI;GEREDB;NTNU.Curated
SOX2	GLI2	0	0	21532573	Pavlidis2021
EGR1	IL3	0	0	18928619;19426596;8035792	CytReg;ExTRI;GEREDB;TRRUST
BACH2	BCL2	0	0	18929412	ExTRI;NTNU.Curated;TRRUST
CREB1	LDHC	0	0	18930904	ExTRI;GEREDB;NTNU.Curated
SP1	LDHC	0	0	18930904	ExTRI;GEREDB;TRRUST
CEBPA	LPIN1	0	0	18930917	ExTRI;NTNU.Curated;TFactS
MBD2	CDKN2A	0	0	18931530;19462008	ExTRI
SOX18	PROX1	0	0	18931657;20360386	ExTRI;GEREDB;NTNU.Curated
HR	THY1	0	0	18931914	ExTRI
MEF2A	ART1	0	0	18939989	ExTRI
MYOG	ART1	0	0	18939989	ExTRI
KDM5B	BRCA2	0	0	18940788	ExTRI
KDM5B	PRODH	0	0	18940788	ExTRI
ATF4	LITAF	0	0	18940792	ExTRI
DDIT3	LITAF	0	0	18940792	ExTRI
DDIT3	TRPV6	0	0	18940792	ExTRI;NTNU.Curated
ZKSCAN3	VEGFA	0	0	18940803	ExTRI;NTNU.Curated
BHLHE23	ITGB4	0	0	18940803	ExTRI
ZKSCAN3	ITGB4	0	0	18940803	ExTRI
YY1	MMP9	0	0	18940814	ExTRI;NTNU.Curated
GATA3	DTX1	0	0	18941217;19564409	ExTRI;GEREDB
IKZF1	DTX1	0	0	18941217	ExTRI;GEREDB;NTNU.Curated
RUNX1	DTX1	0	0	18941217	ExTRI
STAT5A	CSF2	0	0	18945591;24204704	CytReg;ExTRI;NTNU.Curated
AR	PARP1	0	0	18945670	ExTRI
TP53	PARP1	0	0	18945670	ExTRI
NCOA2	PTGS2	0	0	18945810	ExTRI;NTNU.Curated
HIF1A	ALOX5AP	0	0	18945963;20194722;20448047	ExTRI;GEREDB;TRRUST
BHLHE40	PRKCE	0	0	18945988	ExTRI
EGR1	PRKCE	0	0	18945988;20733009;23427086	ExTRI
PPARG	PRKCE	0	0	18945988	ExTRI;NTNU.Curated
ZNF699	ERBB2	0	0	18946768	ExTRI
ETS1	EREG	0	0	18948081	ExTRI;NTNU.Curated
PRDM1	FASTK	0	0	18948093	ExTRI
ATF1	TAF1	0	0	18948219	ExTRI
ATF1	MATN3	0	0	18948219	ExTRI
DLX3	ACVR1	0	0	18948634	ExTRI
DLX5	ACVR1	0	0	18948634	ExTRI
SP1	LOXL4	0	0	18949373	ExTRI;TRRUST
SOX9	SOX10	0	0	15896776;18950534	ExTRI;NTNU.Curated;TRRUST
HBP1	TNNT2	0	0	18951515	ExTRI
SMAD3	INS	0	0	18951876;19265200	ExTRI;GEREDB;NTNU.Curated
ESR1	KRT13	0	0	18951949	ExTRI;NTNU.Curated
SMAD3	VEGFA	0	0	11486006;15188178;15191565;15629128;18952601;20631490;21057546;22740248	ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST
PPARA	PDZK1	0	0	18955051	ExTRI;GEREDB;NTNU.Curated
CEBPB	PSMA5	0	0	18955501;19782405	ExTRI
TFDP1	HMOX1	0	0	18957281	ExTRI;NTNU.Curated
TFDP2	HMOX1	0	0	18957281	ExTRI;NTNU.Curated
ESRRB	POU5F1	0	0	18957414	ExTRI;NTNU.Curated
CREB1	WNT10B	0	0	18957421	ExTRI;NTNU.Curated
HIF1A	SLC2A4	0	0	18957617	ExTRI
TCF3	IL7R	0	0	18958875;9705952	ExTRI;GEREDB
IRF4	IL10	0	0	12374808;18962896;19592658;21378976;21440248;22698399;25870242;28100679	CytReg;ExTRI
NFATC2	IL10	0	0	18962896;21398617;22427656	CytReg;ExTRI
APEX1	ROS1	0	0	18971960	ExTRI
HNF4A	SELENOP	0	0	18972406	ExTRI;NTNU.Curated
NFE2L2	PRDX6	0	0	18973804;23815338	ExTRI;GEREDB
NFE2L3	PRDX6	0	0	18973804	ExTRI;NTNU.Curated
FOXM1	VEGFA	0	0	18974115;19813088;21860419	ExTRI;NTNU.Curated;TRRUST
NKX3-1	VEGFC	0	0	18974119;23836514	ExTRI;GEREDB;GOA
PBX1	NOTCH3	0	0	18974129	ExTRI
TBPL2	LPL	0	0	18974273	ExTRI
DMTF1	BGLAP	0	0	18974605	ExTRI
DMTF1	ERVK-6	0	0	18974605	ExTRI
DMTF1	NES	0	0	18974605	ExTRI
USF1	PPARGC1A	0	0	18974883	ExTRI;NTNU.Curated
GATA4	PPARGC1A	0	0	18974883;24204964	ExTRI;GEREDB;NTNU.Curated
ESRRA	MFN2	0	0	18974884;19448711	ExTRI;NTNU.Curated
JUN	TSPO	0	0	18975922	ExTRI
STAT3	RGS7	0	0	18976543	ExTRI;NTNU.Curated
JUNB	MMP9	0	0	18976709;20816750	ExTRI;GEREDB;NTNU.Curated
FOXO1	IL7R	0	0	18978794;19136962;19285438;21532575	ExTRI;GEREDB;IntAct;NTNU.Curated
FOXO1	AICDA	0	0	18978794	ExTRI;NTNU.Curated
HIF1A	HGF	0	0	18979225	ExTRI
GTF3A	BIRC5	0	0	18979278	ExTRI
CDX1	GPA33	0	0	18979632	ExTRI;GEREDB
CDX1	CALB1	0	0	18979632	ExTRI
TP53	DCUN1D1	0	0	18980971	ExTRI
EZH2	CDKN1B	0	0	18980972;21765901	ExTRI
ZNF14	FSHB	0	0	18981223	ExTRI
NCOR2	CYP24A1	0	0	18981260;21917910	ExTRI
NR1H4	CCND1	0	0	18981289	ExTRI;NTNU.Curated
NR1H4	IL6	0	0	18981289;19028791;19118524;19864602	ExTRI;GEREDB;NTNU.Curated
IRF3	MAP2K1	0	0	18984593	ExTRI
MYC	FHIT	0	0	18987311	ExTRI
MYC	KIR3DL1	0	0	18987359	ExTRI
FOXP2	CNTNAP2	0	0	18987363;18987364;19582487	DoRothEA-A;ExTRI;HTRI;TRRUST
CEBPA	CFLAR	0	0	18987666	ExTRI;NTNU.Curated;TFactS
NFKB1	CFLAR	0	0	15723831;15750764;15986355;18222423;18987666;19343319	ExTRI;TRRUST
EGR1	CDH5	0	0	18988806	ExTRI;GEREDB
TP53	SHC1	0	0	18988897	ExTRI
MTF1	SLC31A1	0	0	18990686	ExTRI
SP1	SLC31A1	0	0	18990686;20159940;21056687;22172574;24122978	ExTRI;TRRUST
NFKB1	LTA	0	0	18990758;19126379;2104232	ExTRI;GEREDB
NFKB1	RIPK1	0	0	18990758	ExTRI
NFKB1	TNFRSF1A	0	0	18990758	ExTRI
NFKB1	TRADD	0	0	18990758	ExTRI
NFKB1	TRAF2	0	0	15041463;15723831;18990758;19392652	ExTRI;TRRUST
NFKB1	TRAF5	0	0	18990758	ExTRI
REL	LTA	0	0	18990758	ExTRI
REL	RIPK1	0	0	18990758	ExTRI
REL	TNFRSF1A	0	0	18990758	ExTRI
REL	TRADD	0	0	18990758	ExTRI
REL	TRAF2	0	0	18990758	ExTRI
REL	TRAF5	0	0	18990758	ExTRI
TP53	RAB6C	0	0	18992151	ExTRI
CEBPB	ALDH1A1	0	0	10995752;18992716	ExTRI;GEREDB
RXRB	ALDH1A1	0	0	18992716	ExTRI;NTNU.Curated
STAT5A	SRC	0	0	18996136	ExTRI
SP1	SP2	0	0	18996436	ExTRI
SP2	SP1	0	0	18996436	ExTRI
TFAP2A	SP2	0	0	18996436	ExTRI
SP2	TFAP2A	0	0	18996436	ExTRI
CEBPB	NR4A1	0	0	18996961	ExTRI;NTNU.Curated
NFKB1	NR4A1	0	0	18996961	ExTRI;NTNU.Curated
NR4A1	EBP	0	0	18996961	ExTRI
TP53	PTP4A1	0	0	18997816	ExTRI
EGR2	MECP2	0	0	19000991	ExTRI
HR	THEG	0	0	19001083	ExTRI
RBPJ	CCND3	0	0	19001083	ExTRI
RBPJ	CDK6	0	0	19001083	ExTRI
TP53	APOD	0	0	19001418	ExTRI
TP63	APOD	0	0	19001418	ExTRI;GEREDB
TP73	APOD	0	0	19001418	ExTRI
YY1	LYZ	0	0	19002874	ExTRI;NTNU.Curated
GATA4	TDO2	0	0	19003156	ExTRI;SIGNOR
RELA	CD44	0	0	19003818	ExTRI
TP53	GBP2	0	0	19003964	ExTRI
PAX2	ERBB2	0	0	10991938;19005469	ExTRI;NTNU.Curated;TRRUST
NCOA3	ERBB2	0	0	10991938;19005469	ExTRI;TRRUST
HSF1	BAG3	0	0	19006120;20692357;23983126	DoRothEA-A;ExTRI;HTRI;TRRUST
SP1	ADAMTS1	0	0	19007777	ExTRI
SIX1	SKI	0	0	19008232	ExTRI
MYC	THAP11	0	0	21400515	ExTRI
THAP11	MYC	0	0	19008924	ExTRI;GEREDB;GOA;NTNU.Curated
CEBPG	ABCC2	0	0	19010343	ExTRI
FOXM1	ABCC2	0	0	19010343	ExTRI
HNF4A	ABCC2	0	0	19010343	ExTRI;NTNU.Curated
ONECUT1	ABCC2	0	0	19010343	ExTRI
ID2	GH1	0	0	19010462	ExTRI
STAT5A	ID2	0	0	19010462	ExTRI;GEREDB
JARID2	KRT9	0	0	19010785;22110129	ExTRI
FOXL2	SOD2	0	0	19010791	ExTRI
NR1I2	SLCO1A2	0	0	19010908	ExTRI
SP3	KRAS	0	0	19011236;19197985;19994725	ExTRI
YY1	TNNI3	0	0	19013134	ExTRI;GEREDB;NTNU.Curated
YY1	HOXB13	0	0	19013255	ExTRI;NTNU.Curated;SIGNOR;TRRUST
RORA	OPN1SW	0	0	19014374	ExTRI
RORA	ARR3	0	0	19014374	ExTRI
RELA	MUC2	0	0	12237307;12686724;18176092;19014523	ExTRI;GEREDB;TRRUST
STAT5A	HSP90AA1	0	0	19014541	ExTRI
STAT5B	HSP90AA1	0	0	19014541;22552610	ExTRI;GEREDB
E2F1	DUT	0	0	19015155	ExTRI;NTNU.Curated
SP1	DUT	0	0	19015155	ExTRI;NTNU.Curated
TP53	DUT	0	0	12096336;19015155	ExTRI;GEREDB;NTNU.Curated
CUX1	KIF23	0	0	19015243	ExTRI;HTRI;Pavlidis2021;TFactS
CUX1	RACGAP1	0	0	19015243;21886810	DoRothEA-A;ExTRI;HTRI;Pavlidis2021;TFactS;TRRUST
E2F1	KIF23	0	0	19015243	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;Pavlidis2021;TFactS
E2F1	RACGAP1	0	0	19015243;21886810	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;Pavlidis2021;TFactS;TRRUST
HIC1	SMARCA4	0	0	19015639	ExTRI
CREBZF	HCFC1	0	0	19016376	ExTRI
CREBZF	NTRK1	0	0	19016376	ExTRI;GEREDB
SP1	CDK4	0	0	19017637	ExTRI;GEREDB;TRRUST
ELK1	RUNX2	0	0	19017640	ExTRI;NTNU.Curated;TFactS
RELB	CBX5	0	0	19020113	ExTRI
NR1I3	GABRB3	0	0	19020746	ExTRI
MYC	TAF4B	0	0	19020761	ExTRI;GEREDB
USF1	TAF4B	0	0	19020761	ExTRI;NTNU.Curated
RUNX1	LGALS3	0	0	19020999	ExTRI;NTNU.Curated;TFactS;TRRUST
MYC	HES1	0	0	19021144;20388374	ExTRI;GEREDB
MYC	HSPD1	0	0	11085504;11983916;12695333;14519204;19022255;21995449	DoRothEA-A;ExTRI;GEREDB;HTRI;TFactS
AR	MACROD1	0	0	19022849	ExTRI
TFAP2B	CCL2	0	0	19022887	CytReg;ExTRI
FOXN1	TKT	0	0	19024294	ExTRI
CREB1	SLC39A1	0	0	19026724	ExTRI;NTNU.Curated;TRRUST
SP1	SLC39A1	0	0	19026724	ExTRI;TRRUST
CEBPB	CD46	0	0	19026986	ExTRI
FOXO1	CCL2	0	0	19026986	CytReg;ExTRI;GEREDB;NTNU.Curated
DDIT3	INS	0	0	19029092;19164449	ExTRI
MAFA	DDIT3	0	0	19029092	ExTRI;GEREDB
TCF4	KDR	0	0	19029143;21722264	ExTRI;NTNU.Curated
JUN	COL3A1	0	0	1903195	ExTRI
FOS	COL3A1	0	0	1903195;8206947	ExTRI
FOSB	COL3A1	0	0	1903195	ExTRI;NTNU.Curated
ZBED1	RHOH	0	0	19032147	ExTRI
NR1H3	BHLHE40	0	0	19032342	ExTRI;SIGNOR;TFactS;TRRUST
TFAP2A	SLC16A1	0	0	19033536	ExTRI;GEREDB
FOXD3	ZNF175	0	0	19034670	ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST
YY1	ZNF175	0	0	19034670	ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST
YBX1	RPS6KA3	0	0	19036157	ExTRI
YBX1	RPS6KA1	0	0	19036157	ExTRI
YBX1	RPS6KB1	0	0	19036157	ExTRI
PGR	FKBP5	0	0	19036901;22891251	ExTRI;NTNU.Curated
NR1H3	POMC	0	0	19036902;21356276	ExTRI
ESR1	HES1	0	0	19039095	ExTRI
RORA	PIAS3	0	0	19041634	ExTRI
NR2F2	IGF1	0	0	19041640	ExTRI;GEREDB
MYC	HBB	0	0	12695333;1904416;24725430	ExTRI;GEREDB;HTRI;NTNU.Curated
STAT1	IL18BP	0	0	19046253	ExTRI;NTNU.Curated
TWIST1	CDH5	0	0	19046938	ExTRI;NTNU.Curated
HIF1A	HIPK2	0	0	19046997;19128456;19714248	ExTRI
HIPK2	HIF1A	0	0	19046997	TRRUST
IRF4	TERT	0	0	19047367	ExTRI
IRF8	TERT	0	0	19047367	ExTRI
TP73	CADM1	0	0	19047905	ExTRI
PAX2	WNT5A	0	0	19048125	ExTRI;NTNU.Curated
NR2C2	CCR7	0	0	19049961	ExTRI
FOXO1	POMC	0	0	16783365;19049975;23370526;28270795	ExTRI;GEREDB;NTNU.Curated;SIGNOR
SP1	POMC	0	0	19049975;23958347	ExTRI
SPI1	POMC	0	0	19049975	ExTRI
GATA4	FGFR1	0	0	19053175;21379568	ExTRI
GATA4	KRT27	0	0	19053175	ExTRI
GATA4	ME3	0	0	19053175;21379568	ExTRI
ID3	BAX	0	0	19054058	ExTRI
PAX5	FDPS	0	0	19056481	ExTRI;Pavlidis2021
POU2F1	FDPS	0	0	19056481	ExTRI;NTNU.Curated
KLF5	CDKN2B	0	0	19056724;19419955	ExTRI;TRRUST
FOXO3	PIK3R1	0	0	19056725;21752881	ExTRI
NFATC2	GATA3	0	0	19056736	ExTRI;NTNU.Curated
VDR	AMH	0	0	19056816	DoRothEA-A;ExTRI;HTRI;TRRUST
IRF1	MAPK8	0	0	19056926;22182512	ExTRI
SMAD1	MMP2	0	0	19056927	ExTRI;NTNU.Curated
TP53	GAP43	0	0	19057620	ExTRI
NFKBIB	IL1B	0	0	1905804;20975042	ExTRI
NFKBIB	PLAU	0	0	1905804	ExTRI;NTNU.Curated
NFKBIB	TNF	0	0	1905804	ExTRI
AR	TGM2	0	0	19058140	ExTRI;NTNU.Curated
POU2F1	TGM2	0	0	19058140	ExTRI;NTNU.Curated
MEF2A	IL10	0	0	19058854;21454555;22578382	CytReg;ExTRI;GEREDB;Pavlidis2021
CDX1	PPARG	0	0	19059241	ExTRI;NTNU.Curated;TFactS;TRRUST
NR1H4	HSD3B2	0	0	19059462	ExTRI;GEREDB;TRRUST
HOXD13	HOXD13	0	0	19060004	ExTRI
POU5F1	SALL4	0	0	25851587	Pavlidis2021
SALL4	POU5F1	0	0	16980957;19060217;20505821	ExTRI;NTNU.Curated;Pavlidis2021;TRRUST
ATF3	CDC25A	0	0	19060337;23693077	ExTRI;NTNU.Curated
JUN	BECN1	0	0	19060920	ExTRI;TRRUST
HAND1	HAND1	0	0	19060921	ExTRI
HMGA1	HAND1	0	0	19060921	ExTRI
MAZ	PPARG	0	0	17902047;19061500	ExTRI;GEREDB;NTNU.Curated
EGR3	JUN	0	0	1906159	ExTRI
ZBTB7B	IFNG	0	0	19062319	ExTRI
STAT3	SLC9A3	0	0	17276988;19064501	ExTRI;GEREDB;NTNU.Curated
TP53	PRNP	0	0	19064990;24339999	ExTRI;NTNU.Curated
CEBPB	MAPK14	0	0	19064995	ExTRI
PTF1A	PPDPF	0	0	19067490	ExTRI
NCOA1	NR5A2	0	0	19067654	ExTRI
WT1	TBXA2R	0	0	19067769	DoRothEA-A;ExTRI;HTRI;TRRUST
WT1	PRM1	0	0	19067769;24747176	ExTRI
WT1	TMPO	0	0	19067769;19747485;24747176	ExTRI
HOXC8	HOXD4	0	0	19071237	ExTRI
ATF4	S100P	0	0	19073601	ExTRI;NTNU.Curated;TRRUST
NCOA2	KMT5B	0	0	19074285	ExTRI
SPI1	SSR1	0	0	19074398	ExTRI
HIF1A	G6PC1	0	0	19074414	ExTRI
MAZ	SERPINB2	0	0	19074642	ExTRI;GEREDB
NFKB1	SERPINB2	0	0	19074642	ExTRI
RELA	SERPINB2	0	0	19074642	ExTRI
MBD1	IRF8	0	0	19074829	ExTRI;TRRUST
MBD1	IFNG	0	0	19074829	ExTRI
EWSR1	AURKA	0	0	19074838	ExTRI;NTNU.Curated
EWSR1	AURKB	0	0	19074838	ExTRI;NTNU.Curated
FLI1	AURKA	0	0	19074838	ExTRI;NTNU.Curated
FLI1	AURKB	0	0	19074838	ExTRI;NTNU.Curated
ELF3	EGR1	0	0	19074849	ExTRI;GEREDB;NTNU.Curated
HMGA1	STAT3	0	0	19074878	ExTRI;NTNU.Curated
CEBPA	FOXA2	0	0	15205324	TFactS
FOXA2	CEBPA	0	0	19074951	ExTRI;HTRI;NTNU.Curated
FOXA2	IL5	0	0	19074951	ExTRI
FOXA3	CEBPA	0	0	19074951	ExTRI;HTRI;NTNU.Curated
FOXA3	IL5	0	0	19074951	ExTRI
HNF4A	IL5	0	0	19074951	ExTRI
PITX2	ADIPOQ	0	0	19074982	ExTRI
DDIT3	EIF2AK2	0	0	19074988	ExTRI
NFATC1	FHL1	0	0	19075112;24087791	ExTRI
MYC	EGFR	0	0	19075569	ExTRI
CEBPB	TP53	0	0	19075931;19135161;23564453;24333671	ExTRI;NTNU.Curated
SPI1	PARG	0	0	19076642	DoRothEA-A;ExTRI;GEREDB;HTRI;TRRUST
ID1	CDKN1B	0	0	19079342;20191379;23342268	ExTRI
ID1	PTEN	0	0	19079342	ExTRI
ID1	CCND1	0	0	19079342	ExTRI;NTNU.Curated
SMAD3	ID1	0	0	19079362	ExTRI;NTNU.Curated
FOXA2	SYTL4	0	0	19082571	ExTRI;NTNU.Curated
SREBF2	UCP2	0	0	19082571;24417972	ExTRI;GEREDB;NTNU.Curated
SREBF1	SYTL4	0	0	19082571	ExTRI;NTNU.Curated
DNMT1	MMP2	0	0	19082717	ExTRI
HOXA10	KAT2B	0	0	19084499	ExTRI
MYC	MNT	0	0	11983916;19086036	ExTRI;TFactS
MNT	TP53	0	0	19086036	ExTRI
PAX3	USF1	0	0	19087304	ExTRI
USF1	ASPH	0	0	19087304	ExTRI;NTNU.Curated;TRRUST
SP6	TGFB1	0	0	19088080	ExTRI;NTNU.Curated
KLF14	TGFBR2	0	0	19088080	ExTRI;SIGNOR;TRRUST
SSRP1	TGFBR2	0	0	19088080	ExTRI
STAT3	CD274	0	0	19088198;21268011;27141364	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR
HNF4A	HMGCS1	0	0	19088433	ExTRI;GEREDB
HNF4A	HP	0	0	19088433	ExTRI
TP63	CDKN1B	0	0	19089994	ExTRI
TWIST2	IL10	0	0	19090621	ExTRI;GEREDB
KLF15	ADM	0	0	19094967	ExTRI
FOS	CD2AP	0	0	19095050	ExTRI
JUND	CD2AP	0	0	19095050	ExTRI
RELA	GPHB5	0	0	19095738	ExTRI
ESR1	PTPRO	0	0	19095770	ExTRI
ESR2	PTPRO	0	0	19095770	ExTRI;GEREDB
JUN	PTPRO	0	0	19095770;22001392	ExTRI;NTNU.Curated
