source_genesymbol	target_genesymbol	consensus_stimulation	consensus_inhibition	references	sources
CREB1	BCL2	0	0	10542244;10753867;11495901;12032828;12374787;12603823;12679364;15140194;15962308;16982684;17219413;17290286;17307839;17825790;18086876;19626458;21172805;8816467	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST
FOS	FGFBP1	0	0	10753873	ExTRI;NTNU.Curated;TRRUST
JUND	FGFBP1	0	0	10753873	ExTRI;NTNU.Curated;TRRUST
WT1	CDH1	0	0	10753894;23298185;23945386	ExTRI;TRRUST
SMAD7	TGFB1	0	0	10753944;10887185;11180003;11385614;11448947;11912247;14600158;15496141;15855807;17074765;17928287;19010789;19214138;20631490;22496417;22656308;22841502;23633623;9886263	ExTRI;TRRUST
TP53	MMP13	0	0	10753945	ExTRI;NTNU.Curated
ESR1	LPL	0	0	10753956	ExTRI
CEBPB	TNF	0	0	10629048;10748079;10754326;10775602;10838190;10887174;12184911;14514692;14976147;15850785;16850160;19109189;19489038;19530226;20220144;21059644;22074460;23590297;23971673;24012417;26114754;7929820;8726660;9566900;9831247	CytReg;ExTRI;TRRUST
EGR2	FASLG	0	0	10755616;11397794;11909874;15173177;19651900;9915863	ExTRI;GEREDB;TRRUST
E2F4	CCNE1	0	0	10756032	ExTRI;NTNU.Curated
TFDP1	CCNE1	0	0	10756032;12029633;14618416;18687693;24335704	ExTRI;SIGNOR;TRRUST
SIX4	ATP1A1	0	0	10756185	ExTRI
NEUROG3	NEUROD1	0	0	10757813;11981044;16855267;19028584;19759004;21490072	ExTRI;SIGNOR;TRRUST
CXXC1	CCNA1	0	0	10757815	ExTRI
TFCP2	CCNA1	0	0	10757815	ExTRI
E2F1	E2F1	0	0	10760093;11570822;12063292;14576826;14627987;15073182;16725311;17570542;17976373;18632648;22911364;7958836;9704924	ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
RELA	GC	0	0	10760263	ExTRI
SP1	LGALS1	0	0	10760565;16105842;9931450	ExTRI;GEREDB
TP53	CA9	0	0	10760566;15199132	ExTRI;GEREDB
HNF1A	GJB1	0	0	10760574;12413486;12850269	ExTRI;GEREDB;NTNU.Curated;TFactS
SP1	GJB1	0	0	10760574;12850269	ExTRI
TBX21	IFNG	0	0	10761931;12370350;12893768;12938094;15007632;15684054;15684083;16434488;16473879;16498264;16520391;16713975;16737784;16785492;17195845;17301952;17541280;17624433;17705132;17923685;18178806;19286569;19348920;19631565;19818655;19879772;20056084;20574006;20977921;21151104;21507199;21518797;21540308;21624129;21642544;21983879;22078635;22521571;22772450;23041064;23232398;23334414;23616576;23761633;23768572;24006458;24584090;24752800;26714756;26749212;27226296;27324129	CytReg;DoRothEA-A;ExTRI;GOA;NTNU.Curated;SIGNOR;TRRUST
TBX21	IL5	0	0	10761931;23232398	CytReg;ExTRI
NFIC	OMP	0	0	10762365	ExTRI
SP1	SLC5A1	0	0	10762614;18339704;20060848;20073493;20600102	ExTRI;NTNU.Curated
IRF1	PSMB9	0	0	10764778;10921891;14735146;16512786;16703666;18694960;8885869;9632673	ExTRI;NTNU.Curated;TRRUST
STAT1	PSMB9	0	0	10764778;10921891;14735146;16512786;16703666;19122651;9632673	DoRothEA-A;ExTRI;NTNU.Curated;TRRUST
IRF1	ACHE	0	0	10764778	ExTRI
MYB	PTGS2	0	0	10766162;15867358	ExTRI;GEREDB;NTNU.Curated
JUN	COPS5	0	0	10766246	ExTRI
ATF1	SST	0	0	10766345;1655749	ExTRI;GOA
EWSR1	SST	0	0	10766345	ExTRI
HOXA10	CYBB	0	0	10766757;15496449;15681849;16210632;17439948	ExTRI;NTNU.Curated
NR2C1	RARB	0	0	10766818;11463856	ExTRI;GEREDB
NR2C1	HLA-DRB1	0	0	10766818	ExTRI
RARA	HLA-DRB1	0	0	10766818;20724538	ExTRI
RARA	CDKN2A	0	0	10766818;18829110	ExTRI
HNF1A	G6PC1	0	0	10766845;11544200;11864989;12760745;15933209;9839806	DoRothEA-A;ExTRI;NTNU.Curated
SP1	TGFBR2	0	0	10766860;10982796;11507078;11687969;12750289;15647279;15895377;15905358;18053089;22028617;9632722	ExTRI;TFactS;TRRUST
CEBPA	AMELX	0	0	10766866;10859305;16595692;16674681;17704518;23398885	ExTRI;NTNU.Curated;TFactS
LMX1B	LDB1	0	0	10767331	ExTRI
FOXA2	HHEX	0	0	10767553	ExTRI;GEREDB;Pavlidis2021
GATA4	HHEX	0	0	10767553	ExTRI;GEREDB;Pavlidis2021
NRG1	ERBB3	0	0	10768865;23365119	ExTRI
NRG1	ERBB2	0	0	10768865;12082616;12374700;12471041;8651595	ExTRI
ZNF362	REG1A	0	0	10769629	ExTRI
NR5A1	MC2R	0	0	10770490;10811295;12851310;15028712;15171714;15879363;16857744;17082260;20650879;9178747;9607816;9636648;9888512	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;Pavlidis2021;TFactS;TRRUST
NR5A1	CREBBP	0	0	10770490;23358192;9468515	ExTRI
MITF	TBX2	0	0	10770922;1999537	ExTRI;NTNU.Curated;TFactS
TBX2	MITF	0	0	10770922	ExTRI
TBX2	TBX2	0	0	10770922;15354864;18534921;23727221	ExTRI
SSRP1	MITF	0	0	10770922	ExTRI
SSRP1	TBX2	0	0	10770922	ExTRI
MYBL2	CLU	0	0	10770937;15618219	ExTRI;GOA;NTNU.Curated;SIGNOR
SP1	COL1A2	0	0	10771485;11114293;11278686;11348466;12760745;16319104;16564026;20429888;22049076;8182090;8524247;9143363;9242631;9278495;9882423	DoRothEA-A;ExTRI;NTNU.Curated;TFactS
SP3	COL1A2	0	0	10771485;11511308;9242631;9278495	ExTRI
NR3C1	CYP3A4	0	0	10772626;11602528;17572486;18805405;7499421	ExTRI;NTNU.Curated
SRF	NR4A1	0	0	10772826	ExTRI;NTNU.Curated
NR2F2	CCND1	0	0	10772965	ExTRI;GEREDB;NTNU.Curated
NR2F2	CDK2	0	0	10772965	ExTRI
NR2F2	CDKN1A	0	0	10772965	ExTRI;GEREDB;NTNU.Curated
STAT1	CD86	0	0	10773351	DoRothEA-A;ExTRI;HTRI;TRRUST
SP1	AR	0	0	10773882;15661808;16704988;16928829;17984071;18430409;20739403;22347450;23662037;8864062;8994183;9353275	ExTRI;NTNU.Curated;TRRUST
AR	SP1	0	0	17283128;17409431	ExTRI
GABPA	BRCA1	0	0	10773883	ExTRI;GEREDB
ELF3	KRT4	0	0	10773884	ExTRI;SIGNOR;TRRUST
ELF3	SPRR2A	0	0	10773884;9234700	ExTRI;GEREDB;SIGNOR;TRRUST
PPARA	APOA2	0	0	10774955;12118000;7635967	ExTRI;GEREDB;NTNU.Curated
FOS	AKR1B15	0	0	10775801	ExTRI
JUN	AKR1B15	0	0	10775801	ExTRI
JUND	AKR1B15	0	0	10775801	ExTRI
TP73	MRPL41	0	0	10777217	ExTRI
ZNF699	MRPL41	0	0	10777217	ExTRI
TP53	DKK1	0	0	10777218;15229249	ExTRI;GEREDB;TFactS;TRRUST
HIF1A	CP	0	0	10777486;19828020	DoRothEA-A;ExTRI;NTNU.Curated
NRF1	PVR	0	0	10777530	ExTRI
NCOA1	KAT2B	0	0	10777539;10809234;12163591	ExTRI
NCOA3	CREBBP	0	0	10777539;11747826;14966289;15798179;22608253;22977234	ExTRI
NCOA3	KAT2B	0	0	10777539	ExTRI
RARA	CYP7A1	0	0	10777541	ExTRI
PPARA	ACSL1	0	0	10777552;17150915;19710929;23426369	ExTRI;NTNU.Curated;SIGNOR;TRRUST
SP1	VIM	0	0	10777586;12771217;17663720;22227038;3419902	DoRothEA-A;ExTRI;GEREDB;TRRUST
ZNF148	VIM	0	0	10777586;12771217;14712222;17663720;20230874	ExTRI;TRRUST
ATF2	CCNA2	0	0	10777595;7843287;9511728	ExTRI;NTNU.Curated
TP53	TERT	0	0	10778946;11064449;12807729;15067344;15262117;15371422;15656906;15734740;16234237;18754863;19649288;19787269;22496369	ExTRI;TFactS;TRRUST
SP1	TERT	0	0	10637317;10778946;11279234;11342218;11452025;12019268;12151407;1236823;12368233;14577922;14611815;15067344;15226182;15656906;15951564;16234237;16452190;17141225;17325661;18093727;18365874;18754863;19047367;19106100;19287963;19318640;19360348;19649288;19843528;19912441;21132266;21536653;21553143;21590772;21693539;22554713;24074563	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
NOTO	CD74	0	0	10778981	ExTRI
NOTO	TOP2B	0	0	10778981	ExTRI
TFDP1	CD74	0	0	10778981;1297652	ExTRI
TFDP1	TOP2B	0	0	10778981	ExTRI
RFX1	HLA-E	0	0	10779326;11258423;12618906;15461447;16166641;16730065;8051086;9118943;9401005;9806546	ExTRI;NTNU.Curated
RFX5	HLA-E	0	0	10779326;11258423;12618906;12697811;14678199;17611194;8717517;9401005;9806546	ExTRI;HTRI;NTNU.Curated
RFXANK	HLA-E	0	0	10779326;11258423;12215433;12618906;16166641;16236793;7935401;9806546	ExTRI;NTNU.Curated
RFXAP	HLA-E	0	0	10779326;11258423;12618906;9118943;9806546	ExTRI;NTNU.Curated
ATF4	CREBBP	0	0	10779337	ExTRI
TCF3	IGLL1	0	0	10779354;12748286;19752184;9252117	ExTRI;GEREDB
HNF1A	UGT2B7	0	0	10779377;16788384;9052741	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
POU2F1	UGT2B7	0	0	10779377	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
ESRRA	LTF	0	0	10779508;9286700	ExTRI;NTNU.Curated
FOS	MMP13	0	0	10779518;11641401;12460732;14575638;19038372;19126648	ExTRI;NTNU.Curated
JUN	MMP13	0	0	10779518;10830307;10891395;10911363;11274169;11641401;11689447;11691923;11852231;12032154;12460732;14575638;14686613;15063796;15084595;15994313;16023836;16919424;17626252;17822788;17905570;19038372;19126648;19783677;20067416;20338993;21461405;22128168;22158614;8957070;9119388;9138284;9212062;9334186;9989817	DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;Pavlidis2021;SIGNOR;TFactS;TRRUST
JUND	CEBPZ	0	0	10779518	ExTRI
JUND	MMP13	0	0	10779518;14686613;16144844	ExTRI;GEREDB;NTNU.Curated;TFactS
STAT3	CDKN2D	0	0	10779764	ExTRI;NTNU.Curated;TFactS
ELF1	CSF2	0	0	10780882;8611694	CytReg;ExTRI
NEUROD1	MAPKAPK2	0	0	10781029	ExTRI
TTF1	SFTPC	0	0	10781423;11733512;14645514;14970209;16613858;16630564;17618602;8636114;9407049	ExTRI
BARX2	NCAM1	0	0	10781615;15034005	ExTRI;GEREDB
CRX	FSCN2	0	0	10783262	ExTRI;NTNU.Curated
NRL	FSCN2	0	0	10783262	ExTRI;NTNU.Curated
EGR1	FN1	0	0	10783396;15608673;16138117;9933644	DoRothEA-A;ExTRI;HTRI;TFactS;TRRUST
EGR1	SERPINE1	0	0	10783396;17967787;20018936	ExTRI;GOA;NTNU.Curated
EGR1	TGFB1	0	0	10783396;11707452;16138117;16702209;17916653;20417179;20690147;26279418;8051207;8058069;8794351;8876223	CytReg;ExTRI
FOXO4	CDKN1B	0	0	10783894;11689711;12964026;15688030;15905404;20570964	ExTRI;GEREDB;GOA
MXD1	AMPD1	0	0	10786671	ExTRI
TP53	MPPED2	0	0	10787423	ExTRI
TP53	PTPRA	0	0	10787423	ExTRI;NTNU.Curated
JUN	LHB	0	0	10787426;16627584	ExTRI;NTNU.Curated
PPARA	PKLR	0	0	10787435;16644726	ExTRI;GEREDB;NTNU.Curated
HNF4A	DR1	0	0	10787435;11222753;11549270;16492670;17464991;17485727;18305375	ExTRI
HNF4A	PKLR	0	0	10787435;16644726;19406844;23530060;7755551;8132632;8246989;8314745;9210417;9699482	ExTRI;NTNU.Curated
LHX4	IFT172	0	0	10788441	ExTRI
GATA4	EDN1	0	0	10788492;11435416;11739382;12724418;18252717;19546173	ExTRI;GEREDB;NTNU.Curated
DLX5	BGLAP	0	0	10788516;15456894;23379639;9328350;9819228	ExTRI;NTNU.Curated
ID4	ID4	0	0	10790366;17605873;19500415;19783986;20416180	ExTRI
YBX3	ERBB2	0	0	10790369	ExTRI
JUNB	CCND1	0	0	10790372;11402335;15706412;20200942	ExTRI;NTNU.Curated
TP53	ABCC1	0	0	10792001;11483599;9865734	ExTRI;TFactS
ZNF423	OAZ3	0	0	10792465	ExTRI
HR	CCL7	0	0	10792504	ExTRI
NR1H4	VARS1	0	0	10792718	ExTRI
SP1	TNFRSF8	0	0	10793083;11004694;12875982	ExTRI;GEREDB;TFactS
REL	BCL2	0	0	10794524	ExTRI;NTNU.Curated
CEBPD	ADRA1D	0	0	10796884	ExTRI
CEBPD	TNF	0	0	10629048;10796884;15284209;20220144;22514649	ExTRI;TRRUST
CEBPB	COL1A1	0	0	10796884	ExTRI
CEBPD	COL1A1	0	0	10796884	ExTRI
SMAD3	COL1A2	0	0	10797313;11007770;11114293;11134049;11279127;12515830;12759229;12917425;14512876;16319104;16849317;18771671;18791848;20595680;22048127;9886263	ExTRI;NTNU.Curated;TFactS
SMAD4	COL1A2	0	0	10797313;10918613;11007770;16319104;19641518;22048127;9886263	ExTRI;NTNU.Curated
VDR	CA2	0	0	10799323;9553126	ExTRI;GEREDB
TFAM	GHRHR	0	0	10799324	ExTRI
SPIB	PDLIM7	0	0	10799590;7988559	ExTRI
IRF3	CCL5	0	0	10385645;10799898;10938111;11413310;11991981;12388374;12917470;17652396;18851954;20483755;23711858;9891032	CytReg;ExTRI;TRRUST
PITX3	TH	0	0	10800925;11299318;15950611;17184956;19825428;21368136;22223473	ExTRI;GOA;TRRUST
MYOD1	RB1	0	0	10373569;10601020;10801445;12665587;16936743;20053773;7970718	ExTRI;GEREDB;Pavlidis2021;SIGNOR
ZGPAT	IL1B	0	0	10801783	ExTRI
SREBF1	ACLY	0	0	10777536;10801800;11994399	ExTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST
SREBF2	ACLY	0	0	10777536;10801800	ExTRI;NTNU.Curated;TFactS
SP1	SCARB1	0	0	10801817;12816880	ExTRI
RUNX2	CEBPD	0	0	10801838;19179305	ExTRI;GEREDB;NTNU.Curated
CEBPD	CEBPD	0	0	10801838;10867011;15389878;15930175;16322893;17234736;17471507;17965828;20426839;24810056	ExTRI;NTNU.Curated
ELF4	ALDOA	0	0	10801845;15226428	ExTRI
KLF4	KRT4	0	0	10802067;14647409	ExTRI;GEREDB;NTNU.Curated
KLF6	KRT4	0	0	10802067	ExTRI;NTNU.Curated
JUN	EGFR	0	0	10803405;15923621;16170369;16423552;18604200;23455325	ExTRI;TRRUST
FOS	EGFR	0	0	10803405	ExTRI;NTNU.Curated
JUNB	EGFR	0	0	10803405;23455325	ExTRI;TRRUST
ONECUT1	GH1	0	0	10803577	ExTRI
CEBPA	ONECUT1	0	0	10803577	ExTRI;NTNU.Curated
FOS	BGLAP	0	0	10804019;1749528;2124710;8828501;9610372	ExTRI;GEREDB;NTNU.Curated
YY1	BGLAP	0	0	10804019;8990171	ExTRI;GEREDB;NTNU.Curated
HES1	NEUROG1	0	0	10804175;30030829	ExTRI;NTNU.Curated;SIGNOR
HES5	NEUROG1	0	0	10804175;30030829	ExTRI;GEREDB;NTNU.Curated;SIGNOR
ESR2	TERT	0	0	10805720;12122114	DoRothEA-A;ExTRI;HTRI;TRRUST
MYOD1	MAPK1	0	0	10805738;9988769	ExTRI
MYOD1	MAPK14	0	0	10805738	ExTRI
MYOD1	MYOD1	0	0	10805738;11223032;11751456;11948187;12802082;1310896;1321827;1328872;1581290;18215268;19723510;19723804;20004191;20956306;2167198;22153073;22242125;22513369;22814845;23038733;2560751;7629148;7664340;8036150;8119948;8120060;8621548;9056669;9804168	ExTRI;NTNU.Curated
TTF1	TSHR	0	0	10807057;15929662;7565801;7654187;7997232;8145764;8813723	ExTRI;NTNU.Curated
NEUROD1	SCT	0	0	10807420;11788592;15118068;16888194;17875929;19372104;9108015;9512516	ExTRI;GEREDB;HTRI
NR2C2	XIAP	0	0	10807933;16157589	ExTRI
STAT3	SOCS1	0	0	10809230;14630083;16432158;18843197;20003295;20357037	ExTRI;NTNU.Curated;TRRUST
NCOA2	KAT2B	0	0	10809234	ExTRI
YBX1	HNRNPL	0	0	10809782	ExTRI
FOXN1	MMP9	0	0	10811139	ExTRI
NR4A1	POMC	0	0	10811295;10875239;11174853;12970370;14729605;15063754;15319449;15591535;15701640;19321449;8380897;8994186;9315652;9315653;9496246;9699858	ExTRI;GEREDB;NTNU.Curated
SP1	ATP1B1	0	0	10811658;24219545	ExTRI
SP3	ATP1B1	0	0	10811658;24219545	ExTRI
TBX5	BMP2	0	0	10814523;23632743;24866243	ExTRI
MYB	MYB	0	0	10815807;11080802;1511186;1944282;7655015	ExTRI;HTRI;NTNU.Curated;TRRUST
SSRP1	MYB	0	0	10815807	ExTRI
SP1	VEGFA	0	0	10581162;10816575;10910082;11007955;11040101;11060301;11191053;11232768;11559575;11678207;11731421;11904305;11980848;12429844;12482909;12509426;12560084;12570801;12615726;12644537;12975317;14597566;14647449;15026340;15039660;15188178;15217947;15302997;15342781;15477724;15544046;15582599;15613498;15688401;15737464;15883203;15970595;16239639;16540671;16638750;16788159;16790435;16949073;16982770;18021292;18454179;18575762;18632621;19147754;19671799;20435036;21115498;22326662;22992725;23369005;23506169;23652833;23765166;8910439;9264407;9271438	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
SP3	VEGFA	0	0	10816575;12509426;12644537;14597566;14647449;14662796;14744778;15477724;20435036;9264407	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
HSF1	ABCB1	0	0	10816597;16382149	ExTRI;TRRUST
STAT1	MMP9	0	0	10817568;15247301;18028425;19616522;19965686	ExTRI;GEREDB;NTNU.Curated;TRRUST
JUN	CXCL8	0	0	10817569;10969814;11120852;11399048;11864912;12209633;12218154;12643600;12716652;14612204;14670967;14686613;15057743;15939312;16299055;16701870;16818736;16834785;16846747;17197543;17471497;17586662;18435575;18684922;18772138;19064995;19132242;19734226;22031759;22095787;23176534;24048734;24284797;25567680;25582859;27856305	CytReg;DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
REL	CXCL8	0	0	10817569;10928981;11716760;16325549;16418726;18034886;7876168;8413215;8413306;9388261	CytReg;ExTRI
AHR	CREBBP	0	0	10818089	ExTRI
CEBPB	CREBBP	0	0	10818089;12857754;15388792;15722556;17067998;17599912;8654374	ExTRI
STAT1	FCGR1A	0	0	10820245;12130529;14734612;16516295;7995951;8483949;8647290;8830676;9551929;9748323	DoRothEA-A;ExTRI;TFactS;TRRUST
NR3C1	FCGR1A	0	0	10820245	ExTRI;NTNU.Curated
IRF1	SOCS1	0	0	10820262;19482358;20644166	ExTRI;GEREDB;SIGNOR;TRRUST
STAT1	SOCS1	0	0	10820262;12193701;12438448;19482358;24963279	ExTRI;Pavlidis2021;SIGNOR
STAT5B	SOCS3	0	0	10359822;10821852;16306356	ExTRI;TFactS
TLX1	WT1	0	0	10822272	ExTRI
SPI1	CD40	0	0	10823830;11481336;14962802;19801646	DoRothEA-A;ExTRI;TFactS;TRRUST
SPIB	CD40	0	0	10823830	ExTRI;TFactS;TRRUST
MEF2A	CALM1	0	0	10825153	ExTRI
SP1	PTGS2	0	0	10825178;15767339;16840740;17012241;17616668;23635401	ExTRI;NTNU.Curated;TRRUST
SP3	PTGS2	0	0	10825178;16840740;17012241;17616668	ExTRI;NTNU.Curated
HIVEP1	COL2A1	0	0	10825206;14764936;15456958;15778499	ExTRI;GEREDB
SOX9	COL2A1	0	0	10825206;10980415;12713737;12732631;12935820;15623506;18390577;18636947;18677406;18759300;20039424;20529846;20940257;21069261;21853455;22110751;24191021;24344131;9121483;9171829;9264261	ExTRI;GEREDB;GOA;NTNU.Curated;Pavlidis2021;SIGNOR;TRRUST
ONECUT1	NEUROG3	0	0	10825208;21786021;22820919	ExTRI;NTNU.Curated
LHX2	HLA-E	0	0	10825588	ExTRI
TAL1	HBG1	0	0	10828043;24470145	ExTRI;NTNU.Curated
SMAD2	PDGFB	0	0	10828062	ExTRI;NTNU.Curated
SMAD3	PDGFB	0	0	10828062;16308570	ExTRI;NTNU.Curated
SMAD4	PDGFB	0	0	10828062	ExTRI;NTNU.Curated
ETS1	CDH5	0	0	10828886;17563748	ExTRI;NTNU.Curated
TP53	CD82	0	0	10828889;11895916;12474542;12527206;12806379;15580298;9736732	DoRothEA-A;ExTRI;HTRI;TRRUST
SP1	AGER	0	0	10829018;9812979	ExTRI
STAT5B	GCK	0	0	10830280	ExTRI
STAT5B	INSR	0	0	10830280;15055356	ExTRI
STAT1	ICAM1	0	0	10830295;11278281;11641425;12651068;19122651;22951020;23347335;7957928;9353323;9888295;9990314	DoRothEA-A;ExTRI;HTRI;TRRUST
STAT1	JAK1	0	0	10830295;12223098;20006573	ExTRI
STAT1	TSHB	0	0	10830295	ExTRI
STAT3	ICAM1	0	0	10830295;15860735;18616672;19741199;20680966;21354136;23178493;23690481;8675499	ExTRI;GEREDB;NTNU.Curated;TRRUST
TTF1	SFTPB	0	0	10830305;10867648;11004479;11053014;11152647;11274148;12882447;16183668;16461352;16630564;20418387;23845988;8928820;9006959;9252399	ExTRI;NTNU.Curated
ESR1	PRL	0	0	10830306;18022314;2082192;3481434;7649480;9259323	DoRothEA-A;ExTRI;HTRI;NTNU.Curated
SP1	EGFR	0	0	10830317;1282800;15533438;15665278;16087726;17616668;18007664;18202149;18391986;18575762;19538880;20407012;20435036;21464950;21705183;23821666;8393457;9819401	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TFactS;TRRUST
NKX3-1	CASP8	0	0	10830721	ExTRI
NFKB1	STAT5A	0	0	10834938	ExTRI
RELA	CSN2	0	0	10834938	ExTRI;NTNU.Curated
RELA	STAT5A	0	0	10834938	ExTRI
NFKB1	CSN2	0	0	10834938;14976147	ExTRI;GEREDB
ID2	CAV3	0	0	10835421	ExTRI
MYOG	CAV3	0	0	10835421;21701496	ExTRI;GEREDB
MYOG	ID2	0	0	10835421	ExTRI
MYOD1	TP53BP1	0	0	10835425;9448005	ExTRI
MYOG	TP53BP1	0	0	10835425;9448005	ExTRI
TFAP2A	TP53BP1	0	0	10835425	ExTRI
MYC	TP53BP1	0	0	10835425	ExTRI
MYC	JUP	0	0	10837025	ExTRI
HAND1	NGFR	0	0	10837146;18724272	ExTRI;GEREDB
HAND1	TNFRSF1B	0	0	10837146	ExTRI
HAND2	NGFR	0	0	10837146	ExTRI
HAND2	TNFRSF1B	0	0	10837146	ExTRI
PAX7	PAX7	0	0	10839462;17949710;22328527	ExTRI
RELA	SERPINE1	0	0	10839991;11757833;12675842;15631825	ExTRI;NTNU.Curated;TRRUST
JUN	ACTB	0	0	10840940;11082319	ExTRI
CEBPD	PTGS2	0	0	10841183;10956548;16256955;16397300;18820298;19908286;20506344;7559624	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
CEBPG	IL1B	0	0	10841183;11474579;18247123;18438857;19806478;8999951;9916895	ExTRI
EGR1	TH	0	0	10842166;12670703;16515541;20124442;20965158;24227652	ExTRI;TFactS;TRRUST
SP1	TH	0	0	10842166;12670703;14651963;20124442;9751166	ExTRI;TFactS;TRRUST
HESX1	PKN1	0	0	10843871	ExTRI
HESX1	RHO	0	0	10843871	ExTRI
SMAD4	TGFB1	0	0	10843986;10964912;15647271;21968601	ExTRI;NTNU.Curated;TRRUST
NR0B2	EGFR	0	0	10843991	ExTRI
SP1	SMAD7	0	0	10843994;16714330	ExTRI;TFactS
SP1	VDR	0	0	10845704;10919269;15664452	ExTRI;TRRUST
VDR	SP1	0	0	15064717	HTRI
CEBPG	LTF	0	0	10845904;15588942	ExTRI;SIGNOR
SP1	LTF	0	0	10845904;9666128	ExTRI;TRRUST
RELA	CIITA	0	0	10845913	ExTRI
RELA	HLA-A	0	0	10845913;12574356;19428110	ExTRI;TRRUST
SFPQ	SP1	0	0	10847580	ExTRI
TFAP2A	NPY	0	0	10847586;8123590;9572272	ExTRI
HIF1A	ADM	0	0	10847587;15930287;16533170;9651380	ExTRI;TFactS
PPARG	NOS2	0	0	10848596;11595817;15950726;19997048	ExTRI;GEREDB;NTNU.Curated
STAT1	NOS2	0	0	10848596;10882409;11438703;12162464;12417260;12586443;12902503;14530341;14722242;16140971;16284791;16318585;17158780;17689680;17997753;18656624;19029990;20510882;20637660;20889505;21430289;23419754;24014650;24248598;8995425	DoRothEA-A;ExTRI;Pavlidis2021;SIGNOR;TRRUST
DBP	PER1	0	0	10848603	ExTRI
BMAL1	PER1	0	0	10848603;11441147;12032351;12397359;15147242;17660446;17994337;19341811;20106950;20215567;20852621;20930143;21479263;22215611;22750052;24320178;25228643	ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
CLOCK	PER1	0	0	10848603;12397359;15147242;15193144;17660446;17994337;19341811;19605937;20106950;20551151;20852621;20930143;21479263;22750052;22895791	ExTRI;GOA;Pavlidis2021;SIGNOR;TRRUST
BMAL1	DBP	0	0	10848603	ExTRI;NTNU.Curated
DBP	BMAL1	0	0	22753645	ExTRI
ATF2	IFNB1	0	0	10848607;16641293;17496231;18272195;20048166;22065573;7972056	CytReg;ExTRI;TRRUST
IRF3	IFNB1	0	0	10692430;10848607;10938111;11222729;11303025;11846976;12077266;12604599;12821121;12829834;12885884;15699120;15857993;15955070;16125763;16186222;16641293;16699525;16954376;17079289;17079305;17243100;17296604;17496231;17540767;17652396;17692882;17785777;17845078;17947522;18225953;18272195;18309294;18539711;18614628;18641315;18851954;19108859;19153231;19176627;19349300;19541850;19570869;19846511;20048166;20083668;20130065;20304918;20375222;20453844;20483755;20581830;20610716;20660350;21148557;21228327;21281747;21492741;21632562;22065573;22083261;22285490;22417706;22684309;22902624;22911767;23096996;23843640;23911869;24180280;24185615;24257594;24532789;24656046;25531393;26483348;27481269;9446577;9541017;9649509;9707562;9877175;9891032	CytReg;DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
JUN	IFNB1	0	0	10848607;17376932;18035482;20048166;22065573;22083261;9660935	CytReg;ExTRI;NTNU.Curated;TRRUST
ETS2	FGF1	0	0	10849427	ExTRI;NTNU.Curated
ETS2	FGF2	0	0	10849427	ExTRI
ETS1	CSNK2A1	0	0	10849443;19027835	ExTRI;NTNU.Curated;TFactS;TRRUST
SP1	CSNK2A1	0	0	10849443;19027835	ExTRI;TFactS;TRRUST
HIF1A	TH	0	0	10849669;18465225;20043814;20143408;21835053	ExTRI
SKIL	TH	0	0	10849669	ExTRI
SP1	KRT4	0	0	10850422	ExTRI
RUNX1	CDK4	0	0	10851069	ExTRI
ESR1	CDKN2A	0	0	10851069;24559156	ExTRI
RUNX1	CDKN2A	0	0	10851069;12091906;12732181;18276842;21757616;23673926	ExTRI;Pavlidis2021;SIGNOR
USF1	HGF	0	0	10851080	ExTRI;GEREDB;NTNU.Curated
USF2	HGF	0	0	10851080	ExTRI
GATA6	MYH11	0	0	10851229;15550397	ExTRI
LHX2	LIM2	0	0	10851259	ExTRI
TBXT	GSC	0	0	10853824;18336814	ExTRI
ETS2	SPP1	0	0	10854070;11175361	ExTRI;NTNU.Curated;SIGNOR
TP53	MAPK8	0	0	10854211;15958553;18374905;22353755;22607268;23376463	ExTRI
ESR1	UGT1A1	0	0	10854430;12114525;23714156;9773976	ExTRI
NR2C1	TNFSF14	0	0	10855696;12615366;17389641;18155158	ExTRI
JUNB	CDKN2A	0	0	10856241;16966326;17370299;19340300	DoRothEA-A;ExTRI;GEREDB;HTRI;NTNU.Curated;TRRUST
STAT3	AGT	0	0	10856262;11923478;16285960;16949687	ExTRI;NTNU.Curated
